"Step","yolo_tomo_v1 - metrics/mAP_0.5","yolo_tomo_v1 - metrics/mAP_0.5__MIN","yolo_tomo_v1 - metrics/mAP_0.5__MAX","yDICOM4 - metrics/mAP_0.5","yDICOM4 - metrics/mAP_0.5__MIN","yDICOM4 - metrics/mAP_0.5__MAX","yDICOM3 - metrics/mAP_0.5","yDICOM3 - metrics/mAP_0.5__MIN","yDICOM3 - metrics/mAP_0.5__MAX"
"50","0.3572128169449599","0.3572128169449599","0.3572128169449599","0","0","0","0","0","0"
"51","0.3546750114836931","0.3546750114836931","0.3546750114836931","0","0","0","0.008812375305853569","0.008812375305853569","0.008812375305853569"
"52","0.3157455621411122","0.3157455621411122","0.3157455621411122","0","0","0","0.010635519328255608","0.010635519328255608","0.010635519328255608"
"53","0.32761527013163405","0.32761527013163405","0.32761527013163405","0.007436178199446744","0.007436178199446744","0.007436178199446744","0.017162313454147336","0.017162313454147336","0.017162313454147336"
"54","0.35090749550278805","0.35090749550278805","0.35090749550278805","0.005409909805612269","0.005409909805612269","0.005409909805612269","0.022076335771999012","0.022076335771999012","0.022076335771999012"
"55","0.35527552541707025","0.35527552541707025","0.35527552541707025","0.0073783834925448865","0.0073783834925448865","0.0073783834925448865","0.027679107154408064","0.027679107154408064","0.027679107154408064"
"56","0.3765442886384739","0.3765442886384739","0.3765442886384739","0.0023142477165331646","0.0023142477165331646","0.0023142477165331646","0.06181342717842034","0.06181342717842034","0.06181342717842034"
"57","0.35998063224928784","0.35998063224928784","0.35998063224928784","0.00766440376890563","0.00766440376890563","0.00766440376890563","0.10819915389995853","0.10819915389995853","0.10819915389995853"
"58","0.4002681943444237","0.4002681943444237","0.4002681943444237","0.008774147812044502","0.008774147812044502","0.008774147812044502","0.1149374714533662","0.1149374714533662","0.1149374714533662"
"59","0.3824644733636261","0.3824644733636261","0.3824644733636261","0.006275878917265873","0.006275878917265873","0.006275878917265873","0.12478784524562514","0.12478784524562514","0.12478784524562514"
"60","0.3686313607341776","0.3686313607341776","0.3686313607341776","0.02901618890855263","0.02901618890855263","0.02901618890855263","0.09644616240453209","0.09644616240453209","0.09644616240453209"
"61","0.40677382226087894","0.40677382226087894","0.40677382226087894","0.04872979934018705","0.04872979934018705","0.04872979934018705","0.1458630932474305","0.1458630932474305","0.1458630932474305"
"62","0.4436760429519948","0.4436760429519948","0.4436760429519948","0.11859452290919596","0.11859452290919596","0.11859452290919596","0.17913532477452773","0.17913532477452773","0.17913532477452773"
"63","0.4436760429519948","0.4436760429519948","0.4436760429519948","0.11859452290919596","0.11859452290919596","0.11859452290919596","0.17913532477452773","0.17913532477452773","0.17913532477452773"
"64","0.39209994176456847","0.39209994176456847","0.39209994176456847","0.06654232986224763","0.06654232986224763","0.06654232986224763","0.23749287183167628","0.23749287183167628","0.23749287183167628"
"65","0.30025995521229903","0.30025995521229903","0.30025995521229903","0.047206211978592226","0.047206211978592226","0.047206211978592226","0.25092595107158205","0.25092595107158205","0.25092595107158205"
"66","0.2994810068959851","0.2994810068959851","0.2994810068959851","0.05186059037772787","0.05186059037772787","0.05186059037772787","0.28461541950720404","0.28461541950720404","0.28461541950720404"
"67","0.2928405470235148","0.2928405470235148","0.2928405470235148","0.05442719680464778","0.05442719680464778","0.05442719680464778","0.2902750190560442","0.2902750190560442","0.2902750190560442"
"68","0.2765972190168475","0.2765972190168475","0.2765972190168475","0.07309468041156865","0.07309468041156865","0.07309468041156865","0.30576950913326006","0.30576950913326006","0.30576950913326006"
"69","0.49517784080554034","0.49517784080554034","0.49517784080554034","0.05393159275315437","0.05393159275315437","0.05393159275315437","0.30310117416142085","0.30310117416142085","0.30310117416142085"
"70","0.48345951693147166","0.48345951693147166","0.48345951693147166","0.12759525280847786","0.12759525280847786","0.12759525280847786","0.27544055378203425","0.27544055378203425","0.27544055378203425"
"71","0.470289981640332","0.470289981640332","0.470289981640332","0.13475789238539226","0.13475789238539226","0.13475789238539226","0.399421404230644","0.399421404230644","0.399421404230644"
"72","0.440805712976595","0.440805712976595","0.440805712976595","0.16104991056069035","0.16104991056069035","0.16104991056069035","0.39995191098818206","0.39995191098818206","0.39995191098818206"
"73","0.4763389871700069","0.4763389871700069","0.4763389871700069","0.16704170770046314","0.16704170770046314","0.16704170770046314","0.36705405731868573","0.36705405731868573","0.36705405731868573"
"74","0.4389748944149979","0.4389748944149979","0.4389748944149979","0.21520207214365245","0.21520207214365245","0.21520207214365245","0.38108591292832317","0.38108591292832317","0.38108591292832317"
"75","0.3598255460279213","0.3598255460279213","0.3598255460279213","0.179588630524645","0.179588630524645","0.179588630524645","0.36841933040221503","0.36841933040221503","0.36841933040221503"
"76","0.44137599582679093","0.44137599582679093","0.44137599582679093","0.17982723402238107","0.17982723402238107","0.17982723402238107","0.3530179900969527","0.3530179900969527","0.3530179900969527"
"77","0.3624720593077077","0.3624720593077077","0.3624720593077077","0.18057691358381928","0.18057691358381928","0.18057691358381928","0.37021745869377937","0.37021745869377937","0.37021745869377937"
"78","0.408852570628105","0.408852570628105","0.408852570628105","0.22154244711280968","0.22154244711280968","0.22154244711280968","0.3834331950803113","0.3834331950803113","0.3834331950803113"
"79","0.3837295623962005","0.3837295623962005","0.3837295623962005","0.27102349595460984","0.27102349595460984","0.27102349595460984","0.205750942810737","0.205750942810737","0.205750942810737"
"80","0.1943554353918364","0.1943554353918364","0.1943554353918364","0.2576879932048492","0.2576879932048492","0.2576879932048492","0.2592088776488996","0.2592088776488996","0.2592088776488996"
"81","0.2780338576521294","0.2780338576521294","0.2780338576521294","0.26712387274754296","0.26712387274754296","0.26712387274754296","0.22207233092975226","0.22207233092975226","0.22207233092975226"
"82","0.32721326972133424","0.32721326972133424","0.32721326972133424","0.2836662336132018","0.2836662336132018","0.2836662336132018","0.2163172814128967","0.2163172814128967","0.2163172814128967"
"83","0.35618759429983915","0.35618759429983915","0.35618759429983915","0.26338399421021114","0.26338399421021114","0.26338399421021114","0.30458536638951766","0.30458536638951766","0.30458536638951766"
"84","0.3646821145260887","0.3646821145260887","0.3646821145260887","0.32776363327853075","0.32776363327853075","0.32776363327853075","0.358685032003178","0.358685032003178","0.358685032003178"
"85","0.3646821145260887","0.3646821145260887","0.3646821145260887","0.2851915752138929","0.2851915752138929","0.2851915752138929","0.3132069966553131","0.3132069966553131","0.3132069966553131"
"86","0.32200410179317257","0.32200410179317257","0.32200410179317257","0.41928280134064777","0.41928280134064777","0.41928280134064777","0.28524564958344784","0.28524564958344784","0.28524564958344784"
"87","0.38282020630482977","0.38282020630482977","0.38282020630482977","0.39649894887229725","0.39649894887229725","0.39649894887229725","0.3384102139735568","0.3384102139735568","0.3384102139735568"
"88","0.3786160579234524","0.3786160579234524","0.3786160579234524","0.41808498442115616","0.41808498442115616","0.41808498442115616","0.3092462877159641","0.3092462877159641","0.3092462877159641"
"89","0.37745254231161335","0.37745254231161335","0.37745254231161335","0.37117724286191467","0.37117724286191467","0.37117724286191467","0.32490179141289277","0.32490179141289277","0.32490179141289277"
"90","0.38018258518586745","0.38018258518586745","0.38018258518586745","0.4183147720423934","0.4183147720423934","0.4183147720423934","0.32470039638545733","0.32470039638545733","0.32470039638545733"
"91","0.38365011876203864","0.38365011876203864","0.38365011876203864","0.460473609164026","0.460473609164026","0.460473609164026","0.33730445704901285","0.33730445704901285","0.33730445704901285"
"92","0.24398056700816256","0.24398056700816256","0.24398056700816256","0.48836810726696445","0.48836810726696445","0.48836810726696445","0.3506441559292673","0.3506441559292673","0.3506441559292673"
"93","0.2816356823145089","0.2816356823145089","0.2816356823145089","0.5071139608146104","0.5071139608146104","0.5071139608146104","0.37480831557992517","0.37480831557992517","0.37480831557992517"
"94","0.33278852967469025","0.33278852967469025","0.33278852967469025","0.522339598228929","0.522339598228929","0.522339598228929","0.39167322523618975","0.39167322523618975","0.39167322523618975"
"95","0.33516946089574856","0.33516946089574856","0.33516946089574856","0.522339598228929","0.522339598228929","0.522339598228929","0.39167322523618975","0.39167322523618975","0.39167322523618975"
"96","0.40785032045633446","0.40785032045633446","0.40785032045633446","0.410225770116558","0.410225770116558","0.410225770116558","0.39262896646858325","0.39262896646858325","0.39262896646858325"
"97","0.4280288326050567","0.4280288326050567","0.4280288326050567","0.42843144080783035","0.42843144080783035","0.42843144080783035","0.3721857004358529","0.3721857004358529","0.3721857004358529"
"98","0.4181370242059811","0.4181370242059811","0.4181370242059811","0.41588598487854006","0.41588598487854006","0.41588598487854006","0.391068614210641","0.391068614210641","0.391068614210641"
"99","0.4400545927383637","0.4400545927383637","0.4400545927383637","0.4467954219914809","0.4467954219914809","0.4467954219914809","0.4131061727365159","0.4131061727365159","0.4131061727365159"
"100","0.4941521099015183","0.4941521099015183","0.4941521099015183","0.4138732172065441","0.4138732172065441","0.4138732172065441","0.41324749861831506","0.41324749861831506","0.41324749861831506"
"101","0.49142061516125096","0.49142061516125096","0.49142061516125096","0.409909361153335","0.409909361153335","0.409909361153335","0.4172641797857315","0.4172641797857315","0.4172641797857315"
"102","0.5152199603198317","0.5152199603198317","0.5152199603198317","0.43242853354553673","0.43242853354553673","0.43242853354553673","0.4227065490354222","0.4227065490354222","0.4227065490354222"
"103","0.4549442446654423","0.4549442446654423","0.4549442446654423","0.4203939174011606","0.4203939174011606","0.4203939174011606","0.42124902872009695","0.42124902872009695","0.42124902872009695"
"104","0.535724118218716","0.535724118218716","0.535724118218716","0.4412302669668409","0.4412302669668409","0.4412302669668409","0.43585618601895587","0.43585618601895587","0.43585618601895587"
"105","0.4792416356278067","0.4792416356278067","0.4792416356278067","0.4200613215546584","0.4200613215546584","0.4200613215546584","0.4037089557936011","0.4037089557936011","0.4037089557936011"
"106","0.4792416356278067","0.4792416356278067","0.4792416356278067","0.39840319167040017","0.39840319167040017","0.39840319167040017","0.39777415375190023","0.39777415375190023","0.39777415375190023"
"107","0.5799896421845574","0.5799896421845574","0.5799896421845574","0.4222320157304376","0.4222320157304376","0.4222320157304376","0.42918165067340797","0.42918165067340797","0.42918165067340797"
"108","0.5074585532702341","0.5074585532702341","0.5074585532702341","0.4975737153278269","0.4975737153278269","0.4975737153278269","0.4123199070014906","0.4123199070014906","0.4123199070014906"
"109","0.571981801339299","0.571981801339299","0.571981801339299","0.42527408615907725","0.42527408615907725","0.42527408615907725","0.3734842219991989","0.3734842219991989","0.3734842219991989"
"110","0.6217677814760798","0.6217677814760798","0.6217677814760798","0.4260437154062657","0.4260437154062657","0.4260437154062657","0.37836324893655426","0.37836324893655426","0.37836324893655426"
"111","0.5537032514115159","0.5537032514115159","0.5537032514115159","0.3943508802920189","0.3943508802920189","0.3943508802920189","0.43286834981238287","0.43286834981238287","0.43286834981238287"
"112","0.5473455236344676","0.5473455236344676","0.5473455236344676","0.49594381880888866","0.49594381880888866","0.49594381880888866","0.46419876410793437","0.46419876410793437","0.46419876410793437"
"113","0.5364749732650084","0.5364749732650084","0.5364749732650084","0.4923754363246444","0.4923754363246444","0.4923754363246444","0.4722934234960151","0.4722934234960151","0.4722934234960151"
"114","0.5611732022744609","0.5611732022744609","0.5611732022744609","0.5265778267744549","0.5265778267744549","0.5265778267744549","0.4818751889535881","0.4818751889535881","0.4818751889535881"
"115","0.583855174028763","0.583855174028763","0.583855174028763","0.47658745022817495","0.47658745022817495","0.47658745022817495","0.4682673551717851","0.4682673551717851","0.4682673551717851"
"116","0.5518791582339879","0.5518791582339879","0.5518791582339879","0.5261768040734041","0.5261768040734041","0.5261768040734041","0.4934448369033201","0.4934448369033201","0.4934448369033201"
"117","0.5589528186274509","0.5589528186274509","0.5589528186274509","0.5704290860654497","0.5704290860654497","0.5704290860654497","0.47110127654420897","0.47110127654420897","0.47110127654420897"
"118","0.5545676068376068","0.5545676068376068","0.5545676068376068","0.5630425093701747","0.5630425093701747","0.5630425093701747","0.4808531816200994","0.4808531816200994","0.4808531816200994"
"119","0.5624105444637244","0.5624105444637244","0.5624105444637244","0.5891951227564801","0.5891951227564801","0.5891951227564801","0.5016491436415271","0.5016491436415271","0.5016491436415271"
"120","0.5435353310443285","0.5435353310443285","0.5435353310443285","0.5641621157510384","0.5641621157510384","0.5641621157510384","0.5217695925164284","0.5217695925164284","0.5217695925164284"
"121","0.5572280766181089","0.5572280766181089","0.5572280766181089","0.5539854654778732","0.5539854654778732","0.5539854654778732","0.5665015057442645","0.5665015057442645","0.5665015057442645"
"122","0.5553718515745858","0.5553718515745858","0.5553718515745858","0.561549345369631","0.561549345369631","0.561549345369631","0.5425008746518741","0.5425008746518741","0.5425008746518741"
"123","0.5454760903854415","0.5454760903854415","0.5454760903854415","0.5900901797544685","0.5900901797544685","0.5900901797544685","0.5698301302708962","0.5698301302708962","0.5698301302708962"
"124","0.529481151863527","0.529481151863527","0.529481151863527","0.6062248335986606","0.6062248335986606","0.6062248335986606","0.5382182134325709","0.5382182134325709","0.5382182134325709"
"125","0.5213577287335605","0.5213577287335605","0.5213577287335605","0.6592477900265008","0.6592477900265008","0.6592477900265008","0.5592560424541475","0.5592560424541475","0.5592560424541475"
"126","0.544240941434045","0.544240941434045","0.544240941434045","0.6517943730656168","0.6517943730656168","0.6517943730656168","0.5640625754663717","0.5640625754663717","0.5640625754663717"
"127","0.544240941434045","0.544240941434045","0.544240941434045","0.6517943730656168","0.6517943730656168","0.6517943730656168","0.5640625754663717","0.5640625754663717","0.5640625754663717"
"128","0.5356651281927916","0.5356651281927916","0.5356651281927916","0.6180573647317332","0.6180573647317332","0.6180573647317332","0.5530448614474899","0.5530448614474899","0.5530448614474899"
"129","0.5351754469776592","0.5351754469776592","0.5351754469776592","0.6150044983773472","0.6150044983773472","0.6150044983773472","0.573280393854114","0.573280393854114","0.573280393854114"
"130","0.5476392129185171","0.5476392129185171","0.5476392129185171","0.7107201782774087","0.7107201782774087","0.7107201782774087","0.5475892646511389","0.5475892646511389","0.5475892646511389"
"131","0.5154433395060731","0.5154433395060731","0.5154433395060731","0.731006311123455","0.731006311123455","0.731006311123455","0.541510275820463","0.541510275820463","0.541510275820463"
"132","0.5436752998466312","0.5436752998466312","0.5436752998466312","0.7100481823301069","0.7100481823301069","0.7100481823301069","0.5442986555307674","0.5442986555307674","0.5442986555307674"
"133","0.5706382386920861","0.5706382386920861","0.5706382386920861","0.6350548262119999","0.6350548262119999","0.6350548262119999","0.5811776770079166","0.5811776770079166","0.5811776770079166"
"134","0.5304733731315184","0.5304733731315184","0.5304733731315184","0.632393488425134","0.632393488425134","0.632393488425134","0.5430329906537948","0.5430329906537948","0.5430329906537948"
"135","0.47641400276250856","0.47641400276250856","0.47641400276250856","0.6350584675523555","0.6350584675523555","0.6350584675523555","0.5508558405366258","0.5508558405366258","0.5508558405366258"
"136","0.5657167401462229","0.5657167401462229","0.5657167401462229","0.705059906291834","0.705059906291834","0.705059906291834","0.5477978442772127","0.5477978442772127","0.5477978442772127"
"137","0.6902483199332982","0.6902483199332982","0.6902483199332982","0.7066560804552071","0.7066560804552071","0.7066560804552071","0.5291854102679824","0.5291854102679824","0.5291854102679824"
"138","0.5996331884886281","0.5996331884886281","0.5996331884886281","0.6519858598776868","0.6519858598776868","0.6519858598776868","0.5433304863214835","0.5433304863214835","0.5433304863214835"
"139","0.6114972983391298","0.6114972983391298","0.6114972983391298","0.5842318542153183","0.5842318542153183","0.5842318542153183","0.5458927478645998","0.5458927478645998","0.5458927478645998"
"140","0.6268588723036862","0.6268588723036862","0.6268588723036862","0.5822524626529076","0.5822524626529076","0.5822524626529076","0.5159249591613013","0.5159249591613013","0.5159249591613013"
"141","0.6328578936078937","0.6328578936078937","0.6328578936078937","0.5774694221809511","0.5774694221809511","0.5774694221809511","0.5370708956437718","0.5370708956437718","0.5370708956437718"
"142","0.6792140068394884","0.6792140068394884","0.6792140068394884","0.5474300540449119","0.5474300540449119","0.5474300540449119","0.5347005112994112","0.5347005112994112","0.5347005112994112"
"143","0.6936925837320573","0.6936925837320573","0.6936925837320573","0.6507701504844362","0.6507701504844362","0.6507701504844362","0.5062009480437782","0.5062009480437782","0.5062009480437782"
"144","0.7383648471132268","0.7383648471132268","0.7383648471132268","0.6625620745198152","0.6625620745198152","0.6625620745198152","0.5386649266104226","0.5386649266104226","0.5386649266104226"
"145","0.7097623640779378","0.7097623640779378","0.7097623640779378","0.6125287550905856","0.6125287550905856","0.6125287550905856","0.5359544024957689","0.5359544024957689","0.5359544024957689"
"146","0.7065232373730511","0.7065232373730511","0.7065232373730511","0.6095234575153639","0.6095234575153639","0.6095234575153639","0.5781094437481415","0.5781094437481415","0.5781094437481415"
"147","0.7450209300971019","0.7450209300971019","0.7450209300971019","0.546212632365288","0.546212632365288","0.546212632365288","0.5917704237081921","0.5917704237081921","0.5917704237081921"
"148","0.6982186259390095","0.6982186259390095","0.6982186259390095","0.7332960885585523","0.7332960885585523","0.7332960885585523","0.6645564242093434","0.6645564242093434","0.6645564242093434"
"149","0.6982186259390095","0.6982186259390095","0.6982186259390095","0.7523772825446692","0.7523772825446692","0.7523772825446692","0.6522720758429912","0.6522720758429912","0.6522720758429912"
"150","0.6359076577307103","0.6359076577307103","0.6359076577307103","0.7610376554555296","0.7610376554555296","0.7610376554555296","0.6693364767964449","0.6693364767964449","0.6693364767964449"
"151","0.5865209079044194","0.5865209079044194","0.5865209079044194","0.7654459086130252","0.7654459086130252","0.7654459086130252","0.6898162850673983","0.6898162850673983","0.6898162850673983"
"152","0.48506788375015836","0.48506788375015836","0.48506788375015836","0.7547053853229264","0.7547053853229264","0.7547053853229264","0.4776764355622165","0.4776764355622165","0.4776764355622165"
"153","0.5111498453326799","0.5111498453326799","0.5111498453326799","0.7684909980705119","0.7684909980705119","0.7684909980705119","0.5590491237133127","0.5590491237133127","0.5590491237133127"
"154","0.6059446211819268","0.6059446211819268","0.6059446211819268","0.7333090272492973","0.7333090272492973","0.7333090272492973","0.5438125407431887","0.5438125407431887","0.5438125407431887"
"155","0.6499196170955901","0.6499196170955901","0.6499196170955901","0.6939390232216023","0.6939390232216023","0.6939390232216023","0.5674473574242637","0.5674473574242637","0.5674473574242637"
"156","0.7012486659764254","0.7012486659764254","0.7012486659764254","0.7166368198050488","0.7166368198050488","0.7166368198050488","0.5661727320547454","0.5661727320547454","0.5661727320547454"
"157","0.7631052485748304","0.7631052485748304","0.7631052485748304","0.5721490519284637","0.5721490519284637","0.5721490519284637","0.5661460744088606","0.5661460744088606","0.5661460744088606"
"158","0.6733937914905122","0.6733937914905122","0.6733937914905122","0.7268763493437083","0.7268763493437083","0.7268763493437083","0.5824665945177749","0.5824665945177749","0.5824665945177749"
"159","0.7471224061466353","0.7471224061466353","0.7471224061466353","0.7268763493437083","0.7268763493437083","0.7268763493437083","0.5824665945177749","0.5824665945177749","0.5824665945177749"
"160","0.7801107652541139","0.7801107652541139","0.7801107652541139","0.7606780486133042","0.7606780486133042","0.7606780486133042","0.4936295124075936","0.4936295124075936","0.4936295124075936"
"161","0.7801268568033275","0.7801268568033275","0.7801268568033275","0.7429857412418646","0.7429857412418646","0.7429857412418646","0.4948403452908129","0.4948403452908129","0.4948403452908129"
"162","0.6585026390127863","0.6585026390127863","0.6585026390127863","0.6655356411222452","0.6655356411222452","0.6655356411222452","0.5659095165649439","0.5659095165649439","0.5659095165649439"
"163","0.658508210180624","0.658508210180624","0.658508210180624","0.7074058983785492","0.7074058983785492","0.7074058983785492","0.5375108654401277","0.5375108654401277","0.5375108654401277"
"164","0.694085656301596","0.694085656301596","0.694085656301596","0.5858991871029724","0.5858991871029724","0.5858991871029724","0.39256851566756534","0.39256851566756534","0.39256851566756534"
"165","0.6584968095172159","0.6584968095172159","0.6584968095172159","0.6206250073603015","0.6206250073603015","0.6206250073603015","0.38927929470850375","0.38927929470850375","0.38927929470850375"
"166","0.6584994962035338","0.6584994962035338","0.6584994962035338","0.6292764071107609","0.6292764071107609","0.6292764071107609","0.49510204266474134","0.49510204266474134","0.49510204266474134"
"167","0.6464991015274034","0.6464991015274034","0.6464991015274034","0.6205775969856717","0.6205775969856717","0.6205775969856717","0.5634077789138054","0.5634077789138054","0.5634077789138054"
"168","0.6327578330139807","0.6327578330139807","0.6327578330139807","0.6273945377859202","0.6273945377859202","0.6273945377859202","0.553794093592686","0.553794093592686","0.553794093592686"
"169","0.6384656386934258","0.6384656386934258","0.6384656386934258","0.6483673257450931","0.6483673257450931","0.6483673257450931","0.535588794464635","0.535588794464635","0.535588794464635"
"170","0.6384656386934258","0.6384656386934258","0.6384656386934258","0.6894150634198551","0.6894150634198551","0.6894150634198551","0.5397452022351816","0.5397452022351816","0.5397452022351816"
"171","0.6411415330238871","0.6411415330238871","0.6411415330238871","0.6457790510120189","0.6457790510120189","0.6457790510120189","0.5848451311722834","0.5848451311722834","0.5848451311722834"
"172","0.6551274489151043","0.6551274489151043","0.6551274489151043","0.6824830200952955","0.6824830200952955","0.6824830200952955","0.6108903321380432","0.6108903321380432","0.6108903321380432"
"173","0.6551086452211569","0.6551086452211569","0.6551086452211569","0.6500037198406763","0.6500037198406763","0.6500037198406763","0.5519403148021568","0.5519403148021568","0.5519403148021568"
