"Step","yolo_tomo_v1 - train/box_loss","yolo_tomo_v1 - train/box_loss__MIN","yolo_tomo_v1 - train/box_loss__MAX","yDICOM4 - train/box_loss","yDICOM4 - train/box_loss__MIN","yDICOM4 - train/box_loss__MAX","yDICOM3 - train/box_loss","yDICOM3 - train/box_loss__MIN","yDICOM3 - train/box_loss__MAX"
"43","0.023896588012576103","0.023896588012576103","0.023896588012576103","0.03950916975736618","0.03950916975736618","0.03950916975736618","0.040752675384283066","0.040752675384283066","0.040752675384283066"
"44","0.020874815061688423","0.020874815061688423","0.020874815061688423","0.0488947331905365","0.0488947331905365","0.0488947331905365","0.038478489965200424","0.038478489965200424","0.038478489965200424"
"45","0.023464979603886604","0.023464979603886604","0.023464979603886604","0.040720660239458084","0.040720660239458084","0.040720660239458084","0.0490436814725399","0.0490436814725399","0.0490436814725399"
"46","0.021971575915813446","0.021971575915813446","0.021971575915813446","0.04072181507945061","0.04072181507945061","0.04072181507945061","0.040513429790735245","0.040513429790735245","0.040513429790735245"
"47","0.025524822995066643","0.025524822995066643","0.025524822995066643","0.04096852242946625","0.04096852242946625","0.04096852242946625","0.040413226932287216","0.040413226932287216","0.040413226932287216"
"48","0.020215513184666634","0.020215513184666634","0.020215513184666634","0.042796604335308075","0.042796604335308075","0.042796604335308075","0.037625040858983994","0.037625040858983994","0.037625040858983994"
"49","0.023485319688916206","0.023485319688916206","0.023485319688916206","0.03958551585674286","0.03958551585674286","0.03958551585674286","0.03671812266111374","0.03671812266111374","0.03671812266111374"
"50","0.02237112633883953","0.02237112633883953","0.02237112633883953","0.03618793189525604","0.03618793189525604","0.03618793189525604","0.03958020731806755","0.03958020731806755","0.03958020731806755"
"51","0.019385533407330513","0.019385533407330513","0.019385533407330513","0.03685896471142769","0.03685896471142769","0.03685896471142769","0.039507169276475906","0.039507169276475906","0.039507169276475906"
"52","0.023767659440636635","0.023767659440636635","0.023767659440636635","0.03753015026450157","0.03753015026450157","0.03753015026450157","0.03835320845246315","0.03835320845246315","0.03835320845246315"
"53","0.025088150054216385","0.025088150054216385","0.025088150054216385","0.0389816090464592","0.0389816090464592","0.0389816090464592","0.03410565108060837","0.03410565108060837","0.03410565108060837"
"54","0.01947876811027527","0.01947876811027527","0.01947876811027527","0.04137972369790077","0.04137972369790077","0.04137972369790077","0.034995026886463165","0.034995026886463165","0.034995026886463165"
"55","0.01974756456911564","0.01974756456911564","0.01974756456911564","0.03964977711439133","0.03964977711439133","0.03964977711439133","0.03289218991994858","0.03289218991994858","0.03289218991994858"
"56","0.020512595772743225","0.020512595772743225","0.020512595772743225","0.040734779089689255","0.040734779089689255","0.040734779089689255","0.034699924290180206","0.034699924290180206","0.034699924290180206"
"57","0.018853411078453064","0.018853411078453064","0.018853411078453064","0.034190595149993896","0.034190595149993896","0.034190595149993896","0.036776915192604065","0.036776915192604065","0.036776915192604065"
"58","0.020162709057331085","0.020162709057331085","0.020162709057331085","0.037985384464263916","0.037985384464263916","0.037985384464263916","0.03470143303275108","0.03470143303275108","0.03470143303275108"
"59","0.020720265805721283","0.020720265805721283","0.020720265805721283","0.0291826743632555","0.0291826743632555","0.0291826743632555","0.036618735641241074","0.036618735641241074","0.036618735641241074"
"60","0.018587185069918633","0.018587185069918633","0.018587185069918633","0.030910229310393333","0.030910229310393333","0.030910229310393333","0.03242243453860283","0.03242243453860283","0.03242243453860283"
"61","0.021281948313117027","0.021281948313117027","0.021281948313117027","0.03296376392245293","0.03296376392245293","0.03296376392245293","0.029703807085752487","0.029703807085752487","0.029703807085752487"
"62","0.01893654651939869","0.01893654651939869","0.01893654651939869","0.03484467789530754","0.03484467789530754","0.03484467789530754","0.03434694558382034","0.03434694558382034","0.03434694558382034"
"63","0.01952548697590828","0.01952548697590828","0.01952548697590828","0.03351331129670143","0.03351331129670143","0.03351331129670143","0.031106358394026756","0.031106358394026756","0.031106358394026756"
"64","0.019016673788428307","0.019016673788428307","0.019016673788428307","0.03293241932988167","0.03293241932988167","0.03293241932988167","0.033200059086084366","0.033200059086084366","0.033200059086084366"
"65","0.017995156347751617","0.017995156347751617","0.017995156347751617","0.03381369635462761","0.03381369635462761","0.03381369635462761","0.030220231041312218","0.030220231041312218","0.030220231041312218"
"66","0.01802980713546276","0.01802980713546276","0.01802980713546276","0.035974252969026566","0.035974252969026566","0.035974252969026566","0.030333591625094414","0.030333591625094414","0.030333591625094414"
"67","0.02055978588759899","0.02055978588759899","0.02055978588759899","0.03257456421852112","0.03257456421852112","0.03257456421852112","0.03236718103289604","0.03236718103289604","0.03236718103289604"
"68","0.01871182955801487","0.01871182955801487","0.01871182955801487","0.03418760001659393","0.03418760001659393","0.03418760001659393","0.02896704711019993","0.02896704711019993","0.02896704711019993"
"69","0.019946297630667686","0.019946297630667686","0.019946297630667686","0.034712277352809906","0.034712277352809906","0.034712277352809906","0.030960865318775177","0.030960865318775177","0.030960865318775177"
"70","0.018869129940867424","0.018869129940867424","0.018869129940867424","0.03182714432477951","0.03182714432477951","0.03182714432477951","0.02654229663312435","0.02654229663312435","0.02654229663312435"
"71","0.019517621025443077","0.019517621025443077","0.019517621025443077","0.032299160957336426","0.032299160957336426","0.032299160957336426","0.03527478501200676","0.03527478501200676","0.03527478501200676"
"72","0.021337488666176796","0.021337488666176796","0.021337488666176796","0.03222590684890747","0.03222590684890747","0.03222590684890747","0.032086331397295","0.032086331397295","0.032086331397295"
"73","0.022049522027373314","0.022049522027373314","0.022049522027373314","0.031383294612169266","0.031383294612169266","0.031383294612169266","0.02987089939415455","0.02987089939415455","0.02987089939415455"
"74","0.020285315811634064","0.020285315811634064","0.020285315811634064","0.03233356773853302","0.03233356773853302","0.03233356773853302","0.025938749313354492","0.025938749313354492","0.025938749313354492"
"75","0.018033195286989212","0.018033195286989212","0.018033195286989212","0.031885646283626556","0.031885646283626556","0.031885646283626556","0.02816074527800083","0.02816074527800083","0.02816074527800083"
"76","0.016747163608670235","0.016747163608670235","0.016747163608670235","0.02491792105138302","0.02491792105138302","0.02491792105138302","0.027828875929117203","0.027828875929117203","0.027828875929117203"
"77","0.015438143163919449","0.015438143163919449","0.015438143163919449","0.027635304257273674","0.027635304257273674","0.027635304257273674","0.02730836346745491","0.02730836346745491","0.02730836346745491"
"78","0.017531001940369606","0.017531001940369606","0.017531001940369606","0.027152173221111298","0.027152173221111298","0.027152173221111298","0.026118095964193344","0.026118095964193344","0.026118095964193344"
"79","0.016642095521092415","0.016642095521092415","0.016642095521092415","0.027599599212408066","0.027599599212408066","0.027599599212408066","0.029967552050948143","0.029967552050948143","0.029967552050948143"
"80","0.019128315150737762","0.019128315150737762","0.019128315150737762","0.027270399034023285","0.027270399034023285","0.027270399034023285","0.030269403010606766","0.030269403010606766","0.030269403010606766"
"81","0.01832623966038227","0.01832623966038227","0.01832623966038227","0.033506304025650024","0.033506304025650024","0.033506304025650024","0.029950864613056183","0.029950864613056183","0.029950864613056183"
"82","0.01603713631629944","0.01603713631629944","0.01603713631629944","0.029320521280169487","0.029320521280169487","0.029320521280169487","0.022533589974045753","0.022533589974045753","0.022533589974045753"
"83","0.016773084178566933","0.016773084178566933","0.016773084178566933","0.02871493250131607","0.02871493250131607","0.02871493250131607","0.024567173793911934","0.024567173793911934","0.024567173793911934"
"84","0.019012633711099625","0.019012633711099625","0.019012633711099625","0.027002356946468353","0.027002356946468353","0.027002356946468353","0.02456848882138729","0.02456848882138729","0.02456848882138729"
"85","0.016503529623150826","0.016503529623150826","0.016503529623150826","0.0297014731913805","0.0297014731913805","0.0297014731913805","0.026792174205183983","0.026792174205183983","0.026792174205183983"
"86","0.019363200291991234","0.019363200291991234","0.019363200291991234","0.03037448413670063","0.03037448413670063","0.03037448413670063","0.025637224316596985","0.025637224316596985","0.025637224316596985"
"87","0.019206689670681953","0.019206689670681953","0.019206689670681953","0.02705415152013302","0.02705415152013302","0.02705415152013302","0.027220014482736588","0.027220014482736588","0.027220014482736588"
"88","0.013507498428225517","0.013507498428225517","0.013507498428225517","0.029102491214871407","0.029102491214871407","0.029102491214871407","0.023152807727456093","0.023152807727456093","0.023152807727456093"
"89","0.019133420661091805","0.019133420661091805","0.019133420661091805","0.02913633920252323","0.02913633920252323","0.02913633920252323","0.023360546678304672","0.023360546678304672","0.023360546678304672"
"90","0.015499048866331577","0.015499048866331577","0.015499048866331577","0.025064591318368912","0.025064591318368912","0.025064591318368912","0.025699805468320847","0.025699805468320847","0.025699805468320847"
"91","0.01413982268422842","0.01413982268422842","0.01413982268422842","0.026716886088252068","0.026716886088252068","0.026716886088252068","0.02499290183186531","0.02499290183186531","0.02499290183186531"
"92","0.018287213519215584","0.018287213519215584","0.018287213519215584","0.03094828873872757","0.03094828873872757","0.03094828873872757","0.022433370351791382","0.022433370351791382","0.022433370351791382"
"93","0.017874091863632202","0.017874091863632202","0.017874091863632202","0.026870733126997948","0.026870733126997948","0.026870733126997948","0.025023406371474266","0.025023406371474266","0.025023406371474266"
"94","0.020866936072707176","0.020866936072707176","0.020866936072707176","0.02804100327193737","0.02804100327193737","0.02804100327193737","0.026575645431876183","0.026575645431876183","0.026575645431876183"
"95","0.015865691006183624","0.015865691006183624","0.015865691006183624","0.02514583431184292","0.02514583431184292","0.02514583431184292","0.02477014623582363","0.02477014623582363","0.02477014623582363"
"96","0.0193271953612566","0.0193271953612566","0.0193271953612566","0.02075604535639286","0.02075604535639286","0.02075604535639286","0.024833040311932564","0.024833040311932564","0.024833040311932564"
"97","0.016530456021428108","0.016530456021428108","0.016530456021428108","0.025154680013656616","0.025154680013656616","0.025154680013656616","0.022805042564868927","0.022805042564868927","0.022805042564868927"
"98","0.015482387505471706","0.015482387505471706","0.015482387505471706","0.024413937702775","0.024413937702775","0.024413937702775","0.025104140862822533","0.025104140862822533","0.025104140862822533"
"99","0.0177862998098135","0.0177862998098135","0.0177862998098135","0.020778972655534744","0.020778972655534744","0.020778972655534744","0.02259657345712185","0.02259657345712185","0.02259657345712185"
"100","0.016058022156357765","0.016058022156357765","0.016058022156357765","0.025683065876364708","0.025683065876364708","0.025683065876364708","0.020415661856532097","0.020415661856532097","0.020415661856532097"
"101","0.01815004087984562","0.01815004087984562","0.01815004087984562","0.024206798523664474","0.024206798523664474","0.024206798523664474","0.027552716434001923","0.027552716434001923","0.027552716434001923"
"102","0.017957093194127083","0.017957093194127083","0.017957093194127083","0.02673974819481373","0.02673974819481373","0.02673974819481373","0.023168843239545822","0.023168843239545822","0.023168843239545822"
"103","0.01659482531249523","0.01659482531249523","0.01659482531249523","0.02536652237176895","0.02536652237176895","0.02536652237176895","0.0222333874553442","0.0222333874553442","0.0222333874553442"
"104","0.01577884890139103","0.01577884890139103","0.01577884890139103","0.029170237481594086","0.029170237481594086","0.029170237481594086","0.023420177400112152","0.023420177400112152","0.023420177400112152"
"105","0.018060849979519844","0.018060849979519844","0.018060849979519844","0.028047936037182808","0.028047936037182808","0.028047936037182808","0.023520344868302345","0.023520344868302345","0.023520344868302345"
"106","0.015537990257143974","0.015537990257143974","0.015537990257143974","0.03012152947485447","0.03012152947485447","0.03012152947485447","0.03132777288556099","0.03132777288556099","0.03132777288556099"
"107","0.016747381538152695","0.016747381538152695","0.016747381538152695","0.0296105295419693","0.0296105295419693","0.0296105295419693","0.02343915030360222","0.02343915030360222","0.02343915030360222"
"108","0.018219977617263794","0.018219977617263794","0.018219977617263794","0.019827937707304955","0.019827937707304955","0.019827937707304955","0.0205251295119524","0.0205251295119524","0.0205251295119524"
"109","0.01735149323940277","0.01735149323940277","0.01735149323940277","0.021823016926646233","0.021823016926646233","0.021823016926646233","0.026506638154387474","0.026506638154387474","0.026506638154387474"
"110","0.017036674544215202","0.017036674544215202","0.017036674544215202","0.02653161622583866","0.02653161622583866","0.02653161622583866","0.026859726756811142","0.026859726756811142","0.026859726756811142"
"111","0.018978571519255638","0.018978571519255638","0.018978571519255638","0.020460916683077812","0.020460916683077812","0.020460916683077812","0.02375178225338459","0.02375178225338459","0.02375178225338459"
"112","0.01562147680670023","0.01562147680670023","0.01562147680670023","0.021142810583114624","0.021142810583114624","0.021142810583114624","0.02459675632417202","0.02459675632417202","0.02459675632417202"
"113","0.01462500263005495","0.01462500263005495","0.01462500263005495","0.0208225566893816","0.0208225566893816","0.0208225566893816","0.023578066378831863","0.023578066378831863","0.023578066378831863"
"114","0.0173251423984766","0.0173251423984766","0.0173251423984766","0.025287726894021034","0.025287726894021034","0.025287726894021034","0.020684750750660896","0.020684750750660896","0.020684750750660896"
"115","0.01644866354763508","0.01644866354763508","0.01644866354763508","0.020336726680397987","0.020336726680397987","0.020336726680397987","0.02369691990315914","0.02369691990315914","0.02369691990315914"
"116","0.01421378180384636","0.01421378180384636","0.01421378180384636","0.025079283863306046","0.025079283863306046","0.025079283863306046","0.024889666587114334","0.024889666587114334","0.024889666587114334"
"117","0.015506158582866192","0.015506158582866192","0.015506158582866192","0.02359635941684246","0.02359635941684246","0.02359635941684246","0.0256932582706213","0.0256932582706213","0.0256932582706213"
"118","0.014861606992781162","0.014861606992781162","0.014861606992781162","0.022544875741004944","0.022544875741004944","0.022544875741004944","0.02470421977341175","0.02470421977341175","0.02470421977341175"
"119","0.015226711519062519","0.015226711519062519","0.015226711519062519","0.018749136477708817","0.018749136477708817","0.018749136477708817","0.02179764211177826","0.02179764211177826","0.02179764211177826"
"120","0.015211845748126507","0.015211845748126507","0.015211845748126507","0.024219004437327385","0.024219004437327385","0.024219004437327385","0.022698525339365005","0.022698525339365005","0.022698525339365005"
"121","0.012697896920144558","0.012697896920144558","0.012697896920144558","0.02122534066438675","0.02122534066438675","0.02122534066438675","0.023474253714084625","0.023474253714084625","0.023474253714084625"
"122","0.012219456024467945","0.012219456024467945","0.012219456024467945","0.021352451294660568","0.021352451294660568","0.021352451294660568","0.020729506388306618","0.020729506388306618","0.020729506388306618"
"123","0.013933372683823109","0.013933372683823109","0.013933372683823109","0.02275313250720501","0.02275313250720501","0.02275313250720501","0.023243587464094162","0.023243587464094162","0.023243587464094162"
"124","0.01685587875545025","0.01685587875545025","0.01685587875545025","0.022559944540262222","0.022559944540262222","0.022559944540262222","0.028822848573327065","0.028822848573327065","0.028822848573327065"
"125","0.01280356477946043","0.01280356477946043","0.01280356477946043","0.02451455406844616","0.02451455406844616","0.02451455406844616","0.0239298976957798","0.0239298976957798","0.0239298976957798"
"126","0.015369023196399212","0.015369023196399212","0.015369023196399212","0.019311262294650078","0.019311262294650078","0.019311262294650078","0.021395791321992874","0.021395791321992874","0.021395791321992874"
"127","0.013458763249218464","0.013458763249218464","0.013458763249218464","0.021807042881846428","0.021807042881846428","0.021807042881846428","0.02000233717262745","0.02000233717262745","0.02000233717262745"
"128","0.015466840006411076","0.015466840006411076","0.015466840006411076","0.019958216696977615","0.019958216696977615","0.019958216696977615","0.019939405843615532","0.019939405843615532","0.019939405843615532"
"129","0.013475603424012661","0.013475603424012661","0.013475603424012661","0.020410530269145966","0.020410530269145966","0.020410530269145966","0.02201787382364273","0.02201787382364273","0.02201787382364273"
"130","0.01459962222725153","0.01459962222725153","0.01459962222725153","0.019912514835596085","0.019912514835596085","0.019912514835596085","0.022025303915143013","0.022025303915143013","0.022025303915143013"
"131","0.014754004776477814","0.014754004776477814","0.014754004776477814","0.021652203053236008","0.021652203053236008","0.021652203053236008","0.02453633025288582","0.02453633025288582","0.02453633025288582"
"132","0.017057469114661217","0.017057469114661217","0.017057469114661217","0.02298625186085701","0.02298625186085701","0.02298625186085701","0.01948435977101326","0.01948435977101326","0.01948435977101326"
"133","0.017030347138643265","0.017030347138643265","0.017030347138643265","0.021275324746966362","0.021275324746966362","0.021275324746966362","0.021709801629185677","0.021709801629185677","0.021709801629185677"
"134","0.016641009598970413","0.016641009598970413","0.016641009598970413","0.02398843690752983","0.02398843690752983","0.02398843690752983","0.02133006975054741","0.02133006975054741","0.02133006975054741"
"135","0.016134481877088547","0.016134481877088547","0.016134481877088547","0.024465998634696007","0.024465998634696007","0.024465998634696007","0.020518146455287933","0.020518146455287933","0.020518146455287933"
"136","0.01567019708454609","0.01567019708454609","0.01567019708454609","0.02407362498342991","0.02407362498342991","0.02407362498342991","0.022772284224629402","0.022772284224629402","0.022772284224629402"
"137","0.015380985103547573","0.015380985103547573","0.015380985103547573","0.02129724621772766","0.02129724621772766","0.02129724621772766","0.02177218347787857","0.02177218347787857","0.02177218347787857"
"138","0.016701245680451393","0.016701245680451393","0.016701245680451393","0.02020011655986309","0.02020011655986309","0.02020011655986309","0.025491729378700256","0.025491729378700256","0.025491729378700256"
"139","0.014338608831167221","0.014338608831167221","0.014338608831167221","0.022144099697470665","0.022144099697470665","0.022144099697470665","0.022567816078662872","0.022567816078662872","0.022567816078662872"
"140","0.015302756801247597","0.015302756801247597","0.015302756801247597","0.026457469910383224","0.026457469910383224","0.026457469910383224","0.021571721881628036","0.021571721881628036","0.021571721881628036"
"141","0.01500843558460474","0.01500843558460474","0.01500843558460474","0.02577071636915207","0.02577071636915207","0.02577071636915207","0.02265365794301033","0.02265365794301033","0.02265365794301033"
"142","0.013948568142950535","0.013948568142950535","0.013948568142950535","0.029567107558250427","0.029567107558250427","0.029567107558250427","0.02156693860888481","0.02156693860888481","0.02156693860888481"
"143","0.015928881242871284","0.015928881242871284","0.015928881242871284","0.0212877057492733","0.0212877057492733","0.0212877057492733","0.02288777194917202","0.02288777194917202","0.02288777194917202"
"144","0.013214566744863987","0.013214566744863987","0.013214566744863987","0.027282480150461197","0.027282480150461197","0.027282480150461197","0.021851742640137672","0.021851742640137672","0.021851742640137672"
"145","0.012395575642585754","0.012395575642585754","0.012395575642585754","0.02058451808989048","0.02058451808989048","0.02058451808989048","0.01922190561890602","0.01922190561890602","0.01922190561890602"
"146","0.014694605953991413","0.014694605953991413","0.014694605953991413","0.018164411187171936","0.018164411187171936","0.018164411187171936","0.020249143242836","0.020249143242836","0.020249143242836"
"147","0.015519260428845882","0.015519260428845882","0.015519260428845882","0.022937990725040436","0.022937990725040436","0.022937990725040436","0.022662414237856865","0.022662414237856865","0.022662414237856865"
"148","0.015684958547353745","0.015684958547353745","0.015684958547353745","0.019939515739679337","0.019939515739679337","0.019939515739679337","0.019033681601285934","0.019033681601285934","0.019033681601285934"
"149","0.015336839482188225","0.015336839482188225","0.015336839482188225","0.023684071376919746","0.023684071376919746","0.023684071376919746","0.02144819311797619","0.02144819311797619","0.02144819311797619"
"150","0.012860783375799656","0.012860783375799656","0.012860783375799656","0.019831662997603416","0.019831662997603416","0.019831662997603416","0.02174614742398262","0.02174614742398262","0.02174614742398262"
"151","0.013238462619483471","0.013238462619483471","0.013238462619483471","0.018300198018550873","0.018300198018550873","0.018300198018550873","0.019765058532357216","0.019765058532357216","0.019765058532357216"
"152","0.017268728464841843","0.017268728464841843","0.017268728464841843","0.02116001583635807","0.02116001583635807","0.02116001583635807","0.02039841189980507","0.02039841189980507","0.02039841189980507"
"153","0.014100808650255203","0.014100808650255203","0.014100808650255203","0.021375874057412148","0.021375874057412148","0.021375874057412148","0.020779503509402275","0.020779503509402275","0.020779503509402275"
"154","0.015577077865600586","0.015577077865600586","0.015577077865600586","0.01815132237970829","0.01815132237970829","0.01815132237970829","0.022828320041298866","0.022828320041298866","0.022828320041298866"
"155","0.01447378471493721","0.01447378471493721","0.01447378471493721","0.019017867743968964","0.019017867743968964","0.019017867743968964","0.021756596863269806","0.021756596863269806","0.021756596863269806"
"156","0.016964253038167953","0.016964253038167953","0.016964253038167953","0.021549716591835022","0.021549716591835022","0.021549716591835022","0.02275211550295353","0.02275211550295353","0.02275211550295353"
"157","0.012116179801523685","0.012116179801523685","0.012116179801523685","0.02119017206132412","0.02119017206132412","0.02119017206132412","0.021200941875576973","0.021200941875576973","0.021200941875576973"
"158","0.014122680760920048","0.014122680760920048","0.014122680760920048","0.020285354927182198","0.020285354927182198","0.020285354927182198","0.020096851512789726","0.020096851512789726","0.020096851512789726"
"159","0.015001961961388588","0.015001961961388588","0.015001961961388588","0.02142152562737465","0.02142152562737465","0.02142152562737465","0.017832892015576363","0.017832892015576363","0.017832892015576363"
