"Step","yolo_tomo_v1 - metrics/precision","yolo_tomo_v1 - metrics/precision__MIN","yolo_tomo_v1 - metrics/precision__MAX","yDICOM4 - metrics/precision","yDICOM4 - metrics/precision__MIN","yDICOM4 - metrics/precision__MAX","yDICOM3 - metrics/precision","yDICOM3 - metrics/precision__MIN","yDICOM3 - metrics/precision__MAX"
"30","0","0","0","0.001440922190201729","0.001440922190201729","0.001440922190201729","0","0","0"
"31","0","0","0","0.0014925373134328358","0.0014925373134328358","0.0014925373134328358","0","0","0"
"32","0","0","0","0.0015748031496062992","0.0015748031496062992","0.0015748031496062992","0.0008532423208191126","0.0008532423208191126","0.0008532423208191126"
"33","0","0","0","0.0024193548387096775","0.0024193548387096775","0.0024193548387096775","0.0017064846416382253","0.0017064846416382253","0.0017064846416382253"
"34","0","0","0","0.002577319587628866","0.002577319587628866","0.002577319587628866","0","0","0"
"35","0","0","0","0.007063233589055185","0.007063233589055185","0.007063233589055185","0","0","0"
"36","0.010638297872340425","0.010638297872340425","0.010638297872340425","0.0010799136069114472","0.0010799136069114472","0.0010799136069114472","0.0010683760683760685","0.0010683760683760685","0.0010683760683760685"
"37","0.013157894736842105","0.013157894736842105","0.013157894736842105","0","0","0","0.0010416666666666667","0.0010416666666666667","0.0010416666666666667"
"38","0.02300024515446792","0.02300024515446792","0.02300024515446792","0","0","0","0.0012987012987012987","0.0012987012987012987","0.0012987012987012987"
"39","0.12234889580198961","0.12234889580198961","0.12234889580198961","0","0","0","0.001524390243902439","0.001524390243902439","0.001524390243902439"
"40","0.1073009893522714","0.1073009893522714","0.1073009893522714","0","0","0","0.0031847133757961785","0.0031847133757961785","0.0031847133757961785"
"41","0.33324926931457804","0.33324926931457804","0.33324926931457804","0.0013089005235602095","0.0013089005235602095","0.0013089005235602095","0.0013698630136986301","0.0013698630136986301","0.0013698630136986301"
"42","0.33324926931457804","0.33324926931457804","0.33324926931457804","0.0014204545454545455","0.0014204545454545455","0.0014204545454545455","0","0","0"
"43","0.3747308776871472","0.3747308776871472","0.3747308776871472","0.0025","0.0025","0.0025","0","0","0"
"44","0.5","0.5","0.5","0","0","0","0","0","0"
"45","0.399560239851502","0.399560239851502","0.399560239851502","0.0016501650165016502","0.0016501650165016502","0.0016501650165016502","0","0","0"
"46","0.5","0.5","0.5","0","0","0","0.0016722408026755853","0.0016722408026755853","0.0016722408026755853"
"47","0.3999967685403121","0.3999967685403121","0.3999967685403121","0","0","0","0.011753593658938416","0.011753593658938416","0.011753593658938416"
"48","0.4993645330723983","0.4993645330723983","0.4993645330723983","0","0","0","0.06165262036229779","0.06165262036229779","0.06165262036229779"
"49","0.3998000064047536","0.3998000064047536","0.3998000064047536","0","0","0","0.005574534161490683","0.005574534161490683","0.005574534161490683"
"50","0.5","0.5","0.5","0","0","0","0","0","0"
"51","0.5","0.5","0.5","0","0","0","0.009152426520847573","0.009152426520847573","0.009152426520847573"
"52","0.2854282854282854","0.2854282854282854","0.2854282854282854","0","0","0","0.006876910252848013","0.006876910252848013","0.006876910252848013"
"53","0.3748542110575306","0.3748542110575306","0.3748542110575306","0.01360282325087027","0.01360282325087027","0.01360282325087027","0.015409700148286304","0.015409700148286304","0.015409700148286304"
"54","0.5","0.5","0.5","0.014070657959546849","0.014070657959546849","0.014070657959546849","0.03438247771581105","0.03438247771581105","0.03438247771581105"
"55","0.5","0.5","0.5","0.01120862926418482","0.01120862926418482","0.01120862926418482","0.04735715152381818","0.04735715152381818","0.04735715152381818"
"56","0.5","0.5","0.5","0.00477253810587144","0.00477253810587144","0.00477253810587144","0.10596977930311263","0.10596977930311263","0.10596977930311263"
"57","0.5","0.5","0.5","0.014209844765400319","0.014209844765400319","0.014209844765400319","0.18541941281215207","0.18541941281215207","0.18541941281215207"
"58","0.5","0.5","0.5","0.024137232470565807","0.024137232470565807","0.024137232470565807","0.19599906148787186","0.19599906148787186","0.19599906148787186"
"59","0.39987325532952395","0.39987325532952395","0.39987325532952395","0.014288385592042189","0.014288385592042189","0.014288385592042189","0.13523832273832267","0.13523832273832267","0.13523832273832267"
"60","0.33321587036193145","0.33321587036193145","0.33321587036193145","0.562352201194483","0.562352201194483","0.562352201194483","0.0931914887023246","0.0931914887023246","0.0931914887023246"
"61","0.39992202729044835","0.39992202729044835","0.39992202729044835","0.6600350350350344","0.6600350350350344","0.6600350350350344","0.9970130919301043","0.9970130919301043","0.9970130919301043"
"62","0.5","0.5","0.5","0.998835373835374","0.998835373835374","0.998835373835374","0.24851437340424123","0.24851437340424123","0.24851437340424123"
"63","0.5","0.5","0.5","0.998835373835374","0.998835373835374","0.998835373835374","0.24851437340424123","0.24851437340424123","0.24851437340424123"
"64","0.3999282195360627","0.3999282195360627","0.3999282195360627","0.7479597653208764","0.7479597653208764","0.7479597653208764","0.3328315191832252","0.3328315191832252","0.3328315191832252"
"65","0.33284996921360555","0.33284996921360555","0.33284996921360555","0.6640896849230186","0.6640896849230186","0.6640896849230186","0.2993131131131131","0.2993131131131131","0.2993131131131131"
"66","0.2851456021559114","0.2851456021559114","0.2851456021559114","0.661223723723724","0.661223723723724","0.661223723723724","0.37385959533106683","0.37385959533106683","0.37385959533106683"
"67","0.24954144896341426","0.24954144896341426","0.24954144896341426","0.6655116655116655","0.6655116655116655","0.6655116655116655","0.37437859546293284","0.37437859546293284","0.37437859546293284"
"68","0.24965840449999308","0.24965840449999308","0.24965840449999308","0.7454120787454118","0.7454120787454118","0.7454120787454118","0.3708674776471387","0.3708674776471387","0.3708674776471387"
"69","0.41665079713860204","0.41665079713860204","0.41665079713860204","0.5971142860031751","0.5971142860031751","0.5971142860031751","0.3749837800763727","0.3749837800763727","0.3749837800763727"
"70","0.41666024054340206","0.41666024054340206","0.41666024054340206","0.9827014514514474","0.9827014514514474","0.9827014514514474","0.49796131350968326","0.49796131350968326","0.49796131350968326"
"71","0.4161785624633922","0.4161785624633922","0.4161785624633922","0.9984562994366916","0.9984562994366916","0.9984562994366916","0.497451514014014","0.497451514014014","0.497451514014014"
"72","0.41642565948121507","0.41642565948121507","0.41642565948121507","0.6996618299715645","0.6996618299715645","0.6996618299715645","0.5","0.5","0.5"
"73","0.41654418969233786","0.41654418969233786","0.41654418969233786","0.7494665551627577","0.7494665551627577","0.7494665551627577","0.5","0.5","0.5"
"74","0.49958855251648054","0.49958855251648054","0.49958855251648054","0.8324987197536217","0.8324987197536217","0.8324987197536217","0.39975332475332476","0.39975332475332476","0.39975332475332476"
"75","0.37397628842715547","0.37397628842715547","0.37397628842715547","0.7496794488408745","0.7496794488408745","0.7496794488408745","0.4976306323624663","0.4976306323624663","0.4976306323624663"
"76","0.35689177687519313","0.35689177687519313","0.35689177687519313","0.684392146776406","0.684392146776406","0.684392146776406","0.4970459727404172","0.4970459727404172","0.4970459727404172"
"77","0.3569198196063868","0.3569198196063868","0.3569198196063868","0.6873348503783286","0.6873348503783286","0.6873348503783286","0.5","0.5","0.5"
"78","0.3570818915646502","0.3570818915646502","0.3570818915646502","0.8326976503690451","0.8326976503690451","0.8326976503690451","0.3954963510519066","0.3954963510519066","0.3954963510519066"
"79","0.3332105244990907","0.3332105244990907","0.3332105244990907","0.9998507926435855","0.9998507926435855","0.9998507926435855","0.49989337204865986","0.49989337204865986","0.49989337204865986"
"80","0.18116555867011241","0.18116555867011241","0.18116555867011241","1","1","1","0.49607215316027575","0.49607215316027575","0.49607215316027575"
"81","0.24824779612494155","0.24824779612494155","0.24824779612494155","0.9992774748565283","0.9992774748565283","0.9992774748565283","0.4997158330491664","0.4997158330491664","0.4997158330491664"
"82","0.27597668893965194","0.27597668893965194","0.27597668893965194","0.9997988068987809","0.9997988068987809","0.9997988068987809","0.4990691128902511","0.4990691128902511","0.4990691128902511"
"83","0.31180700465325806","0.31180700465325806","0.31180700465325806","1","1","1","0.3744688438438438","0.3744688438438438","0.3744688438438438"
"84","0.27747679929251745","0.27747679929251745","0.27747679929251745","0.5","0.5","0.5","0.49938981534726207","0.49938981534726207","0.49938981534726207"
"85","0.27747679929251745","0.27747679929251745","0.27747679929251745","0.5","0.5","0.5","0.37354651399366845","0.37354651399366845","0.37354651399366845"
"86","0.3749508566537552","0.3749508566537552","0.3749508566537552","0.49798515302171636","0.49798515302171636","0.49798515302171636","0.37453684091615125","0.37453684091615125","0.37453684091615125"
"87","0.35637126521406","0.35637126521406","0.35637126521406","0.7328488222480135","0.7328488222480135","0.7328488222480135","0.5","0.5","0.5"
"88","0.35705374686856167","0.35705374686856167","0.35705374686856167","0.5571362933021321","0.5571362933021321","0.5571362933021321","0.3742382712901581","0.3742382712901581","0.3742382712901581"
"89","0.35693245406732477","0.35693245406732477","0.35693245406732477","0.9999510224510224","0.9999510224510224","0.9999510224510224","0.49752770011390673","0.49752770011390673","0.49752770011390673"
"90","0.39866283190010376","0.39866283190010376","0.39866283190010376","1","1","1","0.5","0.5","0.5"
"91","0.39895335335335336","0.39895335335335336","0.39895335335335336","0.8823062509628958","0.8823062509628958","0.8823062509628958","0.4994273552832112","0.4994273552832112","0.4994273552832112"
"92","0.2072085341118263","0.2072085341118263","0.2072085341118263","0.8173565641831684","0.8173565641831684","0.8173565641831684","0.498259303480187","0.498259303480187","0.498259303480187"
"93","0.24010717066272627","0.24010717066272627","0.24010717066272627","0.813096593371742","0.813096593371742","0.813096593371742","0.9978339921842747","0.9978339921842747","0.9978339921842747"
"94","0.37469092655874264","0.37469092655874264","0.37469092655874264","0.6280810794709829","0.6280810794709829","0.6280810794709829","0.39988677488677493","0.39988677488677493","0.39988677488677493"
"95","0.37383832430561403","0.37383832430561403","0.37383832430561403","0.6280810794709829","0.6280810794709829","0.6280810794709829","0.39988677488677493","0.39988677488677493","0.39988677488677493"
"96","0.35696607260181146","0.35696607260181146","0.35696607260181146","0.9999722724126652","0.9999722724126652","0.9999722724126652","0.3996951738973016","0.3996951738973016","0.3996951738973016"
"97","0.4166163050694641","0.4166163050694641","0.4166163050694641","0.3999172997957439","0.3999172997957439","0.3999172997957439","0.3988108326906141","0.3988108326906141","0.3988108326906141"
"98","0.41665368054256946","0.41665368054256946","0.41665368054256946","0.8999496749496749","0.8999496749496749","0.8999496749496749","0.3987873260079564","0.3987873260079564","0.3987873260079564"
"99","0.416616774940223","0.416616774940223","0.416616774940223","0.9998045422749314","0.9998045422749314","0.9998045422749314","0.5","0.5","0.5"
"100","0.4166371973065962","0.4166371973065962","0.4166371973065962","0.8997815853199247","0.8997815853199247","0.8997815853199247","0.49906361387842874","0.49906361387842874","0.49906361387842874"
"101","0.9998049004418431","0.9998049004418431","0.9998049004418431","0.8979588283936111","0.8979588283936111","0.8979588283936111","0.49967274242227155","0.49967274242227155","0.49967274242227155"
"102","0.9166566566566567","0.9166566566566567","0.9166566566566567","0.9994555756680468","0.9994555756680468","0.9994555756680468","0.49908397606239324","0.49908397606239324","0.49908397606239324"
"103","0.356883252804863","0.356883252804863","0.356883252804863","0.9993152768152769","0.9993152768152769","0.9993152768152769","0.4992188669608024","0.4992188669608024","0.4992188669608024"
"104","0.4107449776083998","0.4107449776083998","0.4107449776083998","0.5","0.5","0.5","0.4989703989703977","0.4989703989703977","0.4989703989703977"
"105","0.4269082372446299","0.4269082372446299","0.4269082372446299","0.5","0.5","0.5","0.3991550897023534","0.3991550897023534","0.3991550897023534"
"106","0.4269082372446299","0.4269082372446299","0.4269082372446299","0.8997594026579534","0.8997594026579534","0.8997594026579534","0.39986801646671144","0.39986801646671144","0.39986801646671144"
"107","0.8295961677691863","0.8295961677691863","0.8295961677691863","1","1","1","0.39904736540822167","0.39904736540822167","0.39904736540822167"
"108","0.4694958499453138","0.4694958499453138","0.4694958499453138","0.7441608808671072","0.7441608808671072","0.7441608808671072","0.5","0.5","0.5"
"109","0.8403401332219784","0.8403401332219784","0.8403401332219784","0.899703097353228","0.899703097353228","0.899703097353228","0.33307982657332","0.33307982657332","0.33307982657332"
"110","0.45987370768992014","0.45987370768992014","0.45987370768992014","0.8998427995638596","0.8998427995638596","0.8998427995638596","0.33269078602411933","0.33269078602411933","0.33269078602411933"
"111","0.8467798555485122","0.8467798555485122","0.8467798555485122","0.8998948823510227","0.8998948823510227","0.8998948823510227","0.3846401957513068","0.3846401957513068","0.3846401957513068"
"112","0.8408614996729751","0.8408614996729751","0.8408614996729751","0.7800311567749292","0.7800311567749292","0.7800311567749292","0.9999673142530285","0.9999673142530285","0.9999673142530285"
"113","0.832754896019076","0.832754896019076","0.832754896019076","0.8319991916913192","0.8319991916913192","0.8319991916913192","1","1","1"
"114","0.5653502366002365","0.5653502366002365","0.5653502366002365","0.6764279247554058","0.6764279247554058","0.6764279247554058","1","1","1"
"115","0.8368751603103894","0.8368751603103894","0.8368751603103894","0.47394187913947305","0.47394187913947305","0.47394187913947305","0.9996954282668569","0.9996954282668569","0.9996954282668569"
"116","0.8079314952312063","0.8079314952312063","0.8079314952312063","0.4876595701837504","0.4876595701837504","0.4876595701837504","1","1","1"
"117","0.7976355532338668","0.7976355532338668","0.7976355532338668","0.7711831124100281","0.7711831124100281","0.7711831124100281","1","1","1"
"118","0.7908854197010763","0.7908854197010763","0.7908854197010763","0.6979494373550459","0.6979494373550459","0.6979494373550459","0.9999966633299966","0.9999966633299966","0.9999966633299966"
"119","0.8273491078834393","0.8273491078834393","0.8273491078834393","0.8634809697589967","0.8634809697589967","0.8634809697589967","0.999942033186001","0.999942033186001","0.999942033186001"
"120","0.831080021651348","0.831080021651348","0.831080021651348","0.5755343775438337","0.5755343775438337","0.5755343775438337","0.9166361423151547","0.9166361423151547","0.9166361423151547"
"121","0.8304501875502079","0.8304501875502079","0.8304501875502079","0.7719481473351443","0.7719481473351443","0.7719481473351443","0.7595969346731779","0.7595969346731779","0.7595969346731779"
"122","0.8287679089010057","0.8287679089010057","0.8287679089010057","0.7439649638909521","0.7439649638909521","0.7439649638909521","0.7550774036447794","0.7550774036447794","0.7550774036447794"
"123","0.7734623148972413","0.7734623148972413","0.7734623148972413","0.8046685914828466","0.8046685914828466","0.8046685914828466","0.8260222543700845","0.8260222543700845","0.8260222543700845"
"124","0.8131729741042917","0.8131729741042917","0.8131729741042917","0.7559329817462442","0.7559329817462442","0.7559329817462442","0.7890164349716686","0.7890164349716686","0.7890164349716686"
"125","0.8477652726733398","0.8477652726733398","0.8477652726733398","0.7758191953449977","0.7758191953449977","0.7758191953449977","0.8897380287436693","0.8897380287436693","0.8897380287436693"
"126","0.8717870723152968","0.8717870723152968","0.8717870723152968","0.7561913258509259","0.7561913258509259","0.7561913258509259","0.7946963388949788","0.7946963388949788","0.7946963388949788"
"127","0.8717870723152968","0.8717870723152968","0.8717870723152968","0.7561913258509259","0.7561913258509259","0.7561913258509259","0.7946963388949788","0.7946963388949788","0.7946963388949788"
"128","0.9061040595408667","0.9061040595408667","0.9061040595408667","0.47966312708369174","0.47966312708369174","0.47966312708369174","0.8916365517448159","0.8916365517448159","0.8916365517448159"
"129","0.8687234920849152","0.8687234920849152","0.8687234920849152","0.4764119442128878","0.4764119442128878","0.4764119442128878","0.9130434104200945","0.9130434104200945","0.9130434104200945"
"130","0.6941161376008964","0.6941161376008964","0.6941161376008964","1","1","1","0.7881686701131145","0.7881686701131145","0.7881686701131145"
"131","0.7817409143133114","0.7817409143133114","0.7817409143133114","0.9995959578063806","0.9995959578063806","0.9995959578063806","0.7482080345226472","0.7482080345226472","0.7482080345226472"
"132","0.7671057603490035","0.7671057603490035","0.7671057603490035","1","1","1","0.6637743435821757","0.6637743435821757","0.6637743435821757"
"133","0.7257565207164292","0.7257565207164292","0.7257565207164292","1","1","1","0.6509589947556147","0.6509589947556147","0.6509589947556147"
"134","0.8225431838641972","0.8225431838641972","0.8225431838641972","0.9999898023532905","0.9999898023532905","0.9999898023532905","0.7017154657385882","0.7017154657385882","0.7017154657385882"
"135","0.8398127225336433","0.8398127225336433","0.8398127225336433","0.7859953503461149","0.7859953503461149","0.7859953503461149","0.6286400686400686","0.6286400686400686","0.6286400686400686"
"136","0.878021164137095","0.878021164137095","0.878021164137095","0.7813462747992311","0.7813462747992311","0.7813462747992311","0.8018879813444943","0.8018879813444943","0.8018879813444943"
"137","0.8020344438254886","0.8020344438254886","0.8020344438254886","0.42180795340176847","0.42180795340176847","0.42180795340176847","0.8345976084364247","0.8345976084364247","0.8345976084364247"
"138","0.876997773195418","0.876997773195418","0.876997773195418","0.8107800062808301","0.8107800062808301","0.8107800062808301","0.7699037496100178","0.7699037496100178","0.7699037496100178"
"139","0.8828478624972473","0.8828478624972473","0.8828478624972473","0.9998974860085972","0.9998974860085972","0.9998974860085972","0.7687501536624344","0.7687501536624344","0.7687501536624344"
"140","0.8759658800955765","0.8759658800955765","0.8759658800955765","0.9998223981557315","0.9998223981557315","0.9998223981557315","0.7562426803688771","0.7562426803688771","0.7562426803688771"
"141","0.8560060271995203","0.8560060271995203","0.8560060271995203","1","1","1","0.9997089682274868","0.9997089682274868","0.9997089682274868"
"142","0.7496621015429793","0.7496621015429793","0.7496621015429793","0.999916631889421","0.999916631889421","0.999916631889421","0.9994674674674675","0.9994674674674675","0.9994674674674675"
"143","0.777815441057288","0.777815441057288","0.777815441057288","0.9319125147250354","0.9319125147250354","0.9319125147250354","0.6818880951163925","0.6818880951163925","0.6818880951163925"
"144","0.7499236866325474","0.7499236866325474","0.7499236866325474","0.814323784807491","0.814323784807491","0.814323784807491","0.7396324281331559","0.7396324281331559","0.7396324281331559"
"145","0.7500057074618478","0.7500057074618478","0.7500057074618478","0.625089909123943","0.625089909123943","0.625089909123943","0.4828622085385549","0.4828622085385549","0.4828622085385549"
"146","0.4889523318342762","0.4889523318342762","0.4889523318342762","0.6394619347835728","0.6394619347835728","0.6394619347835728","0.7699348306778573","0.7699348306778573","0.7699348306778573"
"147","0.7083806460633946","0.7083806460633946","0.7083806460633946","0.46545284588762853","0.46545284588762853","0.46545284588762853","0.7591193712988584","0.7591193712988584","0.7591193712988584"
"148","0.7515474985343158","0.7515474985343158","0.7515474985343158","0.6853898231357534","0.6853898231357534","0.6853898231357534","0.5286197779816402","0.5286197779816402","0.5286197779816402"
"149","0.7515474985343158","0.7515474985343158","0.7515474985343158","0.8083128382748636","0.8083128382748636","0.8083128382748636","0.5076433756236549","0.5076433756236549","0.5076433756236549"
"150","0.5980130172403505","0.5980130172403505","0.5980130172403505","0.760756487383329","0.760756487383329","0.760756487383329","0.7569823154020046","0.7569823154020046","0.7569823154020046"
"151","0.4772308479007825","0.4772308479007825","0.4772308479007825","0.7144206072166442","0.7144206072166442","0.7144206072166442","0.4576934178178522","0.4576934178178522","0.4576934178178522"
"152","0.491190035438985","0.491190035438985","0.491190035438985","0.730619298153363","0.730619298153363","0.730619298153363","0.30423280024729304","0.30423280024729304","0.30423280024729304"
"153","0.5074526335549263","0.5074526335549263","0.5074526335549263","0.6936880825020051","0.6936880825020051","0.6936880825020051","0.4543874902603936","0.4543874902603936","0.4543874902603936"
"154","0.5219685960705109","0.5219685960705109","0.5219685960705109","0.6358106798693302","0.6358106798693302","0.6358106798693302","0.4512598321284877","0.4512598321284877","0.4512598321284877"
"155","0.6246317077773981","0.6246317077773981","0.6246317077773981","0.6030193708514047","0.6030193708514047","0.6030193708514047","0.5271491470766834","0.5271491470766834","0.5271491470766834"
"156","0.6372695647292077","0.6372695647292077","0.6372695647292077","0.7439021333252102","0.7439021333252102","0.7439021333252102","0.5264484731645226","0.5264484731645226","0.5264484731645226"
"157","0.8170500011289482","0.8170500011289482","0.8170500011289482","0.3597933033587042","0.3597933033587042","0.3597933033587042","0.48932863144010563","0.48932863144010563","0.48932863144010563"
"158","0.8602943873274526","0.8602943873274526","0.8602943873274526","0.6000366201464378","0.6000366201464378","0.6000366201464378","0.6772947589293086","0.6772947589293086","0.6772947589293086"
"159","0.872939524027847","0.872939524027847","0.872939524027847","0.6000366201464378","0.6000366201464378","0.6000366201464378","0.6772947589293086","0.6772947589293086","0.6772947589293086"
"160","0.72433345897908","0.72433345897908","0.72433345897908","0.8161753781702349","0.8161753781702349","0.8161753781702349","0.48514363641119074","0.48514363641119074","0.48514363641119074"
"161","0.7302289099393966","0.7302289099393966","0.7302289099393966","0.8138525799781295","0.8138525799781295","0.8138525799781295","0.6258297771455666","0.6258297771455666","0.6258297771455666"
"162","0.8312779676246569","0.8312779676246569","0.8312779676246569","0.6558076337293524","0.6558076337293524","0.6558076337293524","0.607343960981367","0.607343960981367","0.607343960981367"
"163","0.813825412963344","0.813825412963344","0.813825412963344","0.6891954091637787","0.6891954091637787","0.6891954091637787","0.6534245016007529","0.6534245016007529","0.6534245016007529"
"164","0.6192453112310953","0.6192453112310953","0.6192453112310953","0.7802708074362494","0.7802708074362494","0.7802708074362494","0.5063483708965127","0.5063483708965127","0.5063483708965127"
"165","0.8118533784737809","0.8118533784737809","0.8118533784737809","0.7649586837036874","0.7649586837036874","0.7649586837036874","0.5324694815516265","0.5324694815516265","0.5324694815516265"
"166","0.8095367896429713","0.8095367896429713","0.8095367896429713","0.8040689814443509","0.8040689814443509","0.8040689814443509","0.6731582507334791","0.6731582507334791","0.6731582507334791"
"167","0.8671675890154477","0.8671675890154477","0.8671675890154477","0.7962962962962963","0.7962962962962963","0.7962962962962963","0.8124807845681732","0.8124807845681732","0.8124807845681732"
"168","0.8395972503115361","0.8395972503115361","0.8395972503115361","0.6043145680242454","0.6043145680242454","0.6043145680242454","0.702837180894701","0.702837180894701","0.702837180894701"
"169","0.8474282150833379","0.8474282150833379","0.8474282150833379","0.5979381014173945","0.5979381014173945","0.5979381014173945","0.671828108451638","0.671828108451638","0.671828108451638"
"170","0.8474282150833379","0.8474282150833379","0.8474282150833379","0.6501938075106488","0.6501938075106488","0.6501938075106488","0.643835880358153","0.643835880358153","0.643835880358153"
"171","0.8707532512192385","0.8707532512192385","0.8707532512192385","0.6712459559549961","0.6712459559549961","0.6712459559549961","0.5781134458243898","0.5781134458243898","0.5781134458243898"
"172","0.8849589820218948","0.8849589820218948","0.8849589820218948","0.6648302501540292","0.6648302501540292","0.6648302501540292","0.5095767646829357","0.5095767646829357","0.5095767646829357"
"173","0.8943018751084835","0.8943018751084835","0.8943018751084835","0.6693178623003184","0.6693178623003184","0.6693178623003184","0.41529946479834495","0.41529946479834495","0.41529946479834495"
"174","0.8945604908271213","0.8945604908271213","0.8945604908271213","0.5856829370990265","0.5856829370990265","0.5856829370990265","0.45220119006008463","0.45220119006008463","0.45220119006008463"
"175","0.9068481092290617","0.9068481092290617","0.9068481092290617","0.6884054353955191","0.6884054353955191","0.6884054353955191","0.40028138129085433","0.40028138129085433","0.40028138129085433"
"176","0.8570234335320542","0.8570234335320542","0.8570234335320542","0.6814612798729207","0.6814612798729207","0.6814612798729207","0.46890911830651416","0.46890911830651416","0.46890911830651416"
"177","0.8241902412382962","0.8241902412382962","0.8241902412382962","0.6786531470502026","0.6786531470502026","0.6786531470502026","0.48017293780039666","0.48017293780039666","0.48017293780039666"
"178","0.83959188086947","0.83959188086947","0.83959188086947","0.6548707772186548","0.6548707772186548","0.6548707772186548","0.38900353517336556","0.38900353517336556","0.38900353517336556"
"179","0.80503449737257","0.80503449737257","0.80503449737257","0.48012778976483317","0.48012778976483317","0.48012778976483317","0.5774797217973859","0.5774797217973859","0.5774797217973859"
"180","0.7110274085648818","0.7110274085648818","0.7110274085648818","0.448608108824069","0.448608108824069","0.448608108824069","0.4838238290958937","0.4838238290958937","0.4838238290958937"
"181","0.7876646593401913","0.7876646593401913","0.7876646593401913","0.4426267120732172","0.4426267120732172","0.4426267120732172","0.4503615972256595","0.4503615972256595","0.4503615972256595"
"182","0.808350344408463","0.808350344408463","0.808350344408463","0.4748767313993978","0.4748767313993978","0.4748767313993978","0.6156573799328923","0.6156573799328923","0.6156573799328923"
"183","0.7778816533003741","0.7778816533003741","0.7778816533003741","0.47547331577040164","0.47547331577040164","0.47547331577040164","0.745759967097863","0.745759967097863","0.745759967097863"
"184","0.8125509408512709","0.8125509408512709","0.8125509408512709","0.5279461702755105","0.5279461702755105","0.5279461702755105","0.7857498785142895","0.7857498785142895","0.7857498785142895"
