"Step","yolo_tomo_v1 - metrics/mAP_0.5:0.95","yolo_tomo_v1 - metrics/mAP_0.5:0.95__MIN","yolo_tomo_v1 - metrics/mAP_0.5:0.95__MAX","yDICOM4 - metrics/mAP_0.5:0.95","yDICOM4 - metrics/mAP_0.5:0.95__MIN","yDICOM4 - metrics/mAP_0.5:0.95__MAX","yDICOM3 - metrics/mAP_0.5:0.95","yDICOM3 - metrics/mAP_0.5:0.95__MIN","yDICOM3 - metrics/mAP_0.5:0.95__MAX"
"174","0.39478384320782584","0.39478384320782584","0.39478384320782584","0.40910753751101747","0.40910753751101747","0.40910753751101747","0.2717327184264897","0.2717327184264897","0.2717327184264897"
"175","0.37310391960415934","0.37310391960415934","0.37310391960415934","0.41481313139814713","0.41481313139814713","0.41481313139814713","0.2876757940974012","0.2876757940974012","0.2876757940974012"
"176","0.3913469402851143","0.3913469402851143","0.3913469402851143","0.42071008192076736","0.42071008192076736","0.42071008192076736","0.3414570571547969","0.3414570571547969","0.3414570571547969"
"177","0.3944029384034425","0.3944029384034425","0.3944029384034425","0.42018156720783967","0.42018156720783967","0.42018156720783967","0.38837206067293084","0.38837206067293084","0.38837206067293084"
"178","0.4340974167427164","0.4340974167427164","0.4340974167427164","0.3805162954064506","0.3805162954064506","0.3805162954064506","0.4234899290466041","0.4234899290466041","0.4234899290466041"
"179","0.4373611583657854","0.4373611583657854","0.4373611583657854","0.35806516773031205","0.35806516773031205","0.35806516773031205","0.4233785201917161","0.4233785201917161","0.4233785201917161"
"180","0.4556212673196369","0.4556212673196369","0.4556212673196369","0.39587622341784884","0.39587622341784884","0.39587622341784884","0.44417568408581665","0.44417568408581665","0.44417568408581665"
"181","0.47247145435859605","0.47247145435859605","0.47247145435859605","0.403095391357483","0.403095391357483","0.403095391357483","0.45600996488396134","0.45600996488396134","0.45600996488396134"
"182","0.46548718830863334","0.46548718830863334","0.46548718830863334","0.4187295694852832","0.4187295694852832","0.4187295694852832","0.42434954026632854","0.42434954026632854","0.42434954026632854"
"183","0.4753911767872524","0.4753911767872524","0.4753911767872524","0.42382585730241984","0.42382585730241984","0.42382585730241984","0.47826616714561926","0.47826616714561926","0.47826616714561926"
"184","0.44905522282274135","0.44905522282274135","0.44905522282274135","0.4109924423818517","0.4109924423818517","0.4109924423818517","0.4962815320572673","0.4962815320572673","0.4962815320572673"
"185","0.47373461868170463","0.47373461868170463","0.47373461868170463","0.4086022421741971","0.4086022421741971","0.4086022421741971","0.48121923507511255","0.48121923507511255","0.48121923507511255"
"186","0.426868487535954","0.426868487535954","0.426868487535954","0.4339261123277054","0.4339261123277054","0.4339261123277054","0.4580660486443381","0.4580660486443381","0.4580660486443381"
"187","0.4341761363254524","0.4341761363254524","0.4341761363254524","0.434280246062106","0.434280246062106","0.434280246062106","0.42897353603603605","0.42897353603603605","0.42897353603603605"
"188","0.4311306467964315","0.4311306467964315","0.4311306467964315","0.43200394578161594","0.43200394578161594","0.43200394578161594","0.4224377756471716","0.4224377756471716","0.4224377756471716"
"189","0.3744174263797854","0.3744174263797854","0.3744174263797854","0.4563216237855128","0.4563216237855128","0.4563216237855128","0.40044699396209127","0.40044699396209127","0.40044699396209127"
"190","0.3728994992605771","0.3728994992605771","0.3728994992605771","0.44058156800262843","0.44058156800262843","0.44058156800262843","0.38915989973191056","0.38915989973191056","0.38915989973191056"
"191","0.3728994992605771","0.3728994992605771","0.3728994992605771","0.44058156800262843","0.44058156800262843","0.44058156800262843","0.38915989973191056","0.38915989973191056","0.38915989973191056"
"192","0.3980358819678264","0.3980358819678264","0.3980358819678264","0.3843296805084821","0.3843296805084821","0.3843296805084821","0.36655248706335203","0.36655248706335203","0.36655248706335203"
"193","0.38440383106258746","0.38440383106258746","0.38440383106258746","0.367823110036057","0.367823110036057","0.367823110036057","0.34312608968807834","0.34312608968807834","0.34312608968807834"
"194","0.34666642616642623","0.34666642616642623","0.34666642616642623","0.3570653358508009","0.3570653358508009","0.3570653358508009","0.35037313340709064","0.35037313340709064","0.35037313340709064"
"195","0.3338754780095399","0.3338754780095399","0.3338754780095399","0.3746134146833269","0.3746134146833269","0.3746134146833269","0.3461426663571024","0.3461426663571024","0.3461426663571024"
"196","0.35059793834315645","0.35059793834315645","0.35059793834315645","0.37555043990448667","0.37555043990448667","0.37555043990448667","0.3636003315916398","0.3636003315916398","0.3636003315916398"
"197","0.3353690533424909","0.3353690533424909","0.3353690533424909","0.4027792354107559","0.4027792354107559","0.4027792354107559","0.3612000781090543","0.3612000781090543","0.3612000781090543"
"198","0.3655619795974635","0.3655619795974635","0.3655619795974635","0.448145998980632","0.448145998980632","0.448145998980632","0.38157365614243033","0.38157365614243033","0.38157365614243033"
"199","0.38682222599527005","0.38682222599527005","0.38682222599527005","0.4755847222222222","0.4755847222222222","0.4755847222222222","0.4260490637781186","0.4260490637781186","0.4260490637781186"
"200","0.3891282914106503","0.3891282914106503","0.3891282914106503","0.449218179472746","0.449218179472746","0.449218179472746","0.4230963634957255","0.4230963634957255","0.4230963634957255"
"201","0.32571030248577426","0.32571030248577426","0.32571030248577426","0.440444927069927","0.440444927069927","0.440444927069927","0.4163479829349394","0.4163479829349394","0.4163479829349394"
"202","0.34811111560008623","0.34811111560008623","0.34811111560008623","0.457400631649995","0.457400631649995","0.457400631649995","0.43955915069647766","0.43955915069647766","0.43955915069647766"
"203","0.32060678467789244","0.32060678467789244","0.32060678467789244","0.4493529268969383","0.4493529268969383","0.4493529268969383","0.4198816688664931","0.4198816688664931","0.4198816688664931"
"204","0.3751497301266403","0.3751497301266403","0.3751497301266403","0.4526240234290417","0.4526240234290417","0.4526240234290417","0.42072519103925354","0.42072519103925354","0.42072519103925354"
"205","0.41068935538592033","0.41068935538592033","0.41068935538592033","0.4310022834450236","0.4310022834450236","0.4310022834450236","0.41710811531161485","0.41710811531161485","0.41710811531161485"
"206","0.40015388339526275","0.40015388339526275","0.40015388339526275","0.4352629546938459","0.4352629546938459","0.4352629546938459","0.41543291409095173","0.41543291409095173","0.41543291409095173"
"207","0.39218095980595985","0.39218095980595985","0.39218095980595985","0.43236240914642166","0.43236240914642166","0.43236240914642166","0.4272876791870804","0.4272876791870804","0.4272876791870804"
"208","0.36646793831168833","0.36646793831168833","0.36646793831168833","0.45842927082500634","0.45842927082500634","0.45842927082500634","0.44616237505615447","0.44616237505615447","0.44616237505615447"
"209","0.40779820024707997","0.40779820024707997","0.40779820024707997","0.44090951856656474","0.44090951856656474","0.44090951856656474","0.43810887492708533","0.43810887492708533","0.43810887492708533"
"210","0.41490056089375643","0.41490056089375643","0.41490056089375643","0.44833373437289276","0.44833373437289276","0.44833373437289276","0.45539920266410616","0.45539920266410616","0.45539920266410616"
"211","0.4022554135878489","0.4022554135878489","0.4022554135878489","0.4539000721349186","0.4539000721349186","0.4539000721349186","0.4622001102367273","0.4622001102367273","0.4622001102367273"
"212","0.43501336295283666","0.43501336295283666","0.43501336295283666","0.4279938482195133","0.4279938482195133","0.4279938482195133","0.4469876515151515","0.4469876515151515","0.4469876515151515"
"213","0.43501336295283666","0.43501336295283666","0.43501336295283666","0.4543504535803899","0.4543504535803899","0.4543504535803899","0.4068976262626262","0.4068976262626262","0.4068976262626262"
"214","0.4290949709379016","0.4290949709379016","0.4290949709379016","0.4416314825068701","0.4416314825068701","0.4416314825068701","0.39817097564271475","0.39817097564271475","0.39817097564271475"
"215","0.40445159386068474","0.40445159386068474","0.40445159386068474","0.47184869841224764","0.47184869841224764","0.47184869841224764","0.3916300985108952","0.3916300985108952","0.3916300985108952"
"216","0.3666883829044023","0.3666883829044023","0.3666883829044023","0.45432414969512624","0.45432414969512624","0.45432414969512624","0.4245601571387941","0.4245601571387941","0.4245601571387941"
"217","0.37035785174911395","0.37035785174911395","0.37035785174911395","0.4842309680331944","0.4842309680331944","0.4842309680331944","0.434055738177624","0.434055738177624","0.434055738177624"
"218","0.3770187969924812","0.3770187969924812","0.3770187969924812","0.4925782389211666","0.4925782389211666","0.4925782389211666","0.48365973535402673","0.48365973535402673","0.48365973535402673"
"219","0.41272331259182443","0.41272331259182443","0.41272331259182443","0.4828547791519434","0.4828547791519434","0.4828547791519434","0.4794021661862792","0.4794021661862792","0.4794021661862792"
"220","0.4415932353699322","0.4415932353699322","0.4415932353699322","0.4605108406007752","0.4605108406007752","0.4605108406007752","0.49160008503401353","0.49160008503401353","0.49160008503401353"
"221","0.44043981651939124","0.44043981651939124","0.44043981651939124","0.46147705239802017","0.46147705239802017","0.46147705239802017","0.45850693550857846","0.45850693550857846","0.45850693550857846"
"222","0.391157431221261","0.391157431221261","0.391157431221261","0.4902380860163563","0.4902380860163563","0.4902380860163563","0.45295686916825034","0.45295686916825034","0.45295686916825034"
"223","0.42676175500939045","0.42676175500939045","0.42676175500939045","0.4902380860163563","0.4902380860163563","0.4902380860163563","0.45295686916825034","0.45295686916825034","0.45295686916825034"
"224","0.45774045893719806","0.45774045893719806","0.45774045893719806","0.49415381932333446","0.49415381932333446","0.49415381932333446","0.43627660945555136","0.43627660945555136","0.43627660945555136"
"225","0.4478233568402923","0.4478233568402923","0.4478233568402923","0.5002403654458343","0.5002403654458343","0.5002403654458343","0.4341402003346448","0.4341402003346448","0.4341402003346448"
"226","0.4421529281221922","0.4421529281221922","0.4421529281221922","0.49695540670706617","0.49695540670706617","0.49695540670706617","0.44131845665095304","0.44131845665095304","0.44131845665095304"
"227","0.4195807434269422","0.4195807434269422","0.4195807434269422","0.499418633823554","0.499418633823554","0.499418633823554","0.45528018390567204","0.45528018390567204","0.45528018390567204"
"228","0.382215135889266","0.382215135889266","0.382215135889266","0.5005055188986431","0.5005055188986431","0.5005055188986431","0.4861532699443414","0.4861532699443414","0.4861532699443414"
"229","0.4205969227994228","0.4205969227994228","0.4205969227994228","0.4912423889525742","0.4912423889525742","0.4912423889525742","0.4780312170706006","0.4780312170706006","0.4780312170706006"
"230","0.41347310014496436","0.41347310014496436","0.41347310014496436","0.49144439869659606","0.49144439869659606","0.49144439869659606","0.49715080022594615","0.49715080022594615","0.49715080022594615"
"231","0.4224553758837253","0.4224553758837253","0.4224553758837253","0.46487818612391196","0.46487818612391196","0.46487818612391196","0.47360238868274585","0.47360238868274585","0.47360238868274585"
"232","0.42277492651092907","0.42277492651092907","0.42277492651092907","0.43619526862026864","0.43619526862026864","0.43619526862026864","0.4570471560939178","0.4570471560939178","0.4570471560939178"
"233","0.47269861875412716","0.47269861875412716","0.47269861875412716","0.4602935596609937","0.4602935596609937","0.4602935596609937","0.47504930315540195","0.47504930315540195","0.47504930315540195"
"234","0.47269861875412716","0.47269861875412716","0.47269861875412716","0.4462708104679294","0.4462708104679294","0.4462708104679294","0.4750504206041072","0.4750504206041072","0.4750504206041072"
"235","0.3983722202937249","0.3983722202937249","0.3983722202937249","0.4787970903690202","0.4787970903690202","0.4787970903690202","0.4675106815695925","0.4675106815695925","0.4675106815695925"
"236","0.3753130350675934","0.3753130350675934","0.3753130350675934","0.4871453494899596","0.4871453494899596","0.4871453494899596","0.49932956717546756","0.49932956717546756","0.49932956717546756"
"237","0.3745699807345466","0.3745699807345466","0.3745699807345466","0.48539033439457735","0.48539033439457735","0.48539033439457735","0.5011888578883463","0.5011888578883463","0.5011888578883463"
"238","0.43551929864713657","0.43551929864713657","0.43551929864713657","0.500220443758899","0.500220443758899","0.500220443758899","0.4921648536812876","0.4921648536812876","0.4921648536812876"
"239","0.42808275090693315","0.42808275090693315","0.42808275090693315","0.5102467617260789","0.5102467617260789","0.5102467617260789","0.45337851363846504","0.45337851363846504","0.45337851363846504"
"240","0.4496421965410826","0.4496421965410826","0.4496421965410826","0.5027206530199785","0.5027206530199785","0.5027206530199785","0.4473898586776264","0.4473898586776264","0.4473898586776264"
"241","0.4436008038782523","0.4436008038782523","0.4436008038782523","0.49216908097375967","0.49216908097375967","0.49216908097375967","0.48881199002272047","0.48881199002272047","0.48881199002272047"
"242","0.42471704346876366","0.42471704346876366","0.42471704346876366","0.4891635167442828","0.4891635167442828","0.4891635167442828","0.4705542841411783","0.4705542841411783","0.4705542841411783"
"243","0.4384819307608101","0.4384819307608101","0.4384819307608101","0.4748203305543367","0.4748203305543367","0.4748203305543367","0.43986150497512433","0.43986150497512433","0.43986150497512433"
"244","0.4872655228758169","0.4872655228758169","0.4872655228758169","0.48405902990814137","0.48405902990814137","0.48405902990814137","0.4515187348272642","0.4515187348272642","0.4515187348272642"
"245","0.5033526251646904","0.5033526251646904","0.5033526251646904","0.4890742577597841","0.4890742577597841","0.4890742577597841","0.4823306762681763","0.4823306762681763","0.4823306762681763"
"246","0.43653310421170155","0.43653310421170155","0.43653310421170155","0.49025697900642484","0.49025697900642484","0.49025697900642484","0.49690955587345426","0.49690955587345426","0.49690955587345426"
"247","0.4837307311685047","0.4837307311685047","0.4837307311685047","0.4938162604568854","0.4938162604568854","0.4938162604568854","0.4832542337284259","0.4832542337284259","0.4832542337284259"
"248","0.5053927482609438","0.5053927482609438","0.5053927482609438","0.4813561417726429","0.4813561417726429","0.4813561417726429","0.481610053740429","0.481610053740429","0.481610053740429"
"249","0.48726041666666664","0.48726041666666664","0.48726041666666664","0.5020407145539151","0.5020407145539151","0.5020407145539151","0.4822667210263101","0.4822667210263101","0.4822667210263101"
"250","0.47885524032042726","0.47885524032042726","0.47885524032042726","0.4820578204220397","0.4820578204220397","0.4820578204220397","0.5438033771929824","0.5438033771929824","0.5438033771929824"
"251","0.4996543688636729","0.4996543688636729","0.4996543688636729","0.4819343088951643","0.4819343088951643","0.4819343088951643","0.5535560806477472","0.5535560806477472","0.5535560806477472"
"252","0.47379736304987236","0.47379736304987236","0.47379736304987236","0.49891758595913227","0.49891758595913227","0.49891758595913227","0.5368129570158102","0.5368129570158102","0.5368129570158102"
"253","0.46865892370511936","0.46865892370511936","0.46865892370511936","0.5003420711780646","0.5003420711780646","0.5003420711780646","0.5717350047415837","0.5717350047415837","0.5717350047415837"
"254","0.45741647928402135","0.45741647928402135","0.45741647928402135","0.5164421626984127","0.5164421626984127","0.5164421626984127","0.5561073583279466","0.5561073583279466","0.5561073583279466"
"255","0.45741647928402135","0.45741647928402135","0.45741647928402135","0.5164421626984127","0.5164421626984127","0.5164421626984127","0.5561073583279466","0.5561073583279466","0.5561073583279466"
"256","0.4838208843537415","0.4838208843537415","0.4838208843537415","0.5308858543417366","0.5308858543417366","0.5308858543417366","0.5323496714502154","0.5323496714502154","0.5323496714502154"
"257","0.4677853693181818","0.4677853693181818","0.4677853693181818","0.5034759397422626","0.5034759397422626","0.5034759397422626","0.4873007864179655","0.4873007864179655","0.4873007864179655"
"258","0.45200392250171967","0.45200392250171967","0.45200392250171967","0.4926600071225071","0.4926600071225071","0.4926600071225071","0.4805869179600887","0.4805869179600887","0.4805869179600887"
"259","0.4428889514126646","0.4428889514126646","0.4428889514126646","0.49935807540147537","0.49935807540147537","0.49935807540147537","0.47773213207986","0.47773213207986","0.47773213207986"
"260","0.4598609266809034","0.4598609266809034","0.4598609266809034","0.4617245377712271","0.4617245377712271","0.4617245377712271","0.4654431605975724","0.4654431605975724","0.4654431605975724"
"261","0.45991381229845246","0.45991381229845246","0.45991381229845246","0.4595982177650596","0.4595982177650596","0.4595982177650596","0.4683502202796745","0.4683502202796745","0.4683502202796745"
"262","0.47636048114898133","0.47636048114898133","0.47636048114898133","0.45995200047348483","0.45995200047348483","0.45995200047348483","0.492521581732108","0.492521581732108","0.492521581732108"
"263","0.47844736168803803","0.47844736168803803","0.47844736168803803","0.4607481468291654","0.4607481468291654","0.4607481468291654","0.506001365976366","0.506001365976366","0.506001365976366"
"264","0.5310894576690031","0.5310894576690031","0.5310894576690031","0.4417091775469044","0.4417091775469044","0.4417091775469044","0.5156616196648147","0.5156616196648147","0.5156616196648147"
"265","0.5289922409579667","0.5289922409579667","0.5289922409579667","0.45887582010582006","0.45887582010582006","0.45887582010582006","0.5252096897806223","0.5252096897806223","0.5252096897806223"
"266","0.5076998884509047","0.5076998884509047","0.5076998884509047","0.43871138234023305","0.43871138234023305","0.43871138234023305","0.5369942276052541","0.5369942276052541","0.5369942276052541"
"267","0.5427721871289088","0.5427721871289088","0.5427721871289088","0.44933708414872797","0.44933708414872797","0.44933708414872797","0.5275117450999178","0.5275117450999178","0.5275117450999178"
"268","0.5295066549178282","0.5295066549178282","0.5295066549178282","0.41445659862344186","0.41445659862344186","0.41445659862344186","0.5462303197430316","0.5462303197430316","0.5462303197430316"
"269","0.517394916417104","0.517394916417104","0.517394916417104","0.44248237149427483","0.44248237149427483","0.44248237149427483","0.5269773317238249","0.5269773317238249","0.5269773317238249"
"270","0.5027319631685611","0.5027319631685611","0.5027319631685611","0.45162530487804875","0.45162530487804875","0.45162530487804875","0.5493915056360708","0.5493915056360708","0.5493915056360708"
"271","0.5093307550904977","0.5093307550904977","0.5093307550904977","0.43451564598442116","0.43451564598442116","0.43451564598442116","0.5893306114453718","0.5893306114453718","0.5893306114453718"
"272","0.506015591748231","0.506015591748231","0.506015591748231","0.43451670988744207","0.43451670988744207","0.43451670988744207","0.573175104089989","0.573175104089989","0.573175104089989"
"273","0.5092432309756142","0.5092432309756142","0.5092432309756142","0.4551965146227983","0.4551965146227983","0.4551965146227983","0.5597321754241811","0.5597321754241811","0.5597321754241811"
"274","0.5210804964539008","0.5210804964539008","0.5210804964539008","0.4793308762402789","0.4793308762402789","0.4793308762402789","0.5142916220238095","0.5142916220238095","0.5142916220238095"
"275","0.523183211636182","0.523183211636182","0.523183211636182","0.4713330618318242","0.4713330618318242","0.4713330618318242","0.4893089957318256","0.4893089957318256","0.4893089957318256"
"276","0.5202022757335257","0.5202022757335257","0.5202022757335257","0.4672114202140901","0.4672114202140901","0.4672114202140901","0.4712694009046462","0.4712694009046462","0.4712694009046462"
"277","0.5202022757335257","0.5202022757335257","0.5202022757335257","0.4581394922618792","0.4581394922618792","0.4581394922618792","0.4812535771796641","0.4812535771796641","0.4812535771796641"
"278","0.5125163817663818","0.5125163817663818","0.5125163817663818","0.47338551600826834","0.47338551600826834","0.47338551600826834","0.47073757894778745","0.47073757894778745","0.47073757894778745"
"279","0.519063005948038","0.519063005948038","0.519063005948038","0.4505932616481906","0.4505932616481906","0.4505932616481906","0.4682718696512089","0.4682718696512089","0.4682718696512089"
"280","0.4969982963395639","0.4969982963395639","0.4969982963395639","0.4589738032726338","0.4589738032726338","0.4589738032726338","0.5053648722298756","0.5053648722298756","0.5053648722298756"
"281","0.5014894179894179","0.5014894179894179","0.5014894179894179","0.4415530882352941","0.4415530882352941","0.4415530882352941","0.5115662892759969","0.5115662892759969","0.5115662892759969"
"282","0.5218306001188354","0.5218306001188354","0.5218306001188354","0.45147462387897075","0.45147462387897075","0.45147462387897075","0.5402642635323006","0.5402642635323006","0.5402642635323006"
"283","0.5001716001829183","0.5001716001829183","0.5001716001829183","0.4788861373165618","0.4788861373165618","0.4788861373165618","0.48614411758653325","0.48614411758653325","0.48614411758653325"
"284","0.4947414334665905","0.4947414334665905","0.4947414334665905","0.47946412035934227","0.47946412035934227","0.47946412035934227","0.4823766154188948","0.4823766154188948","0.4823766154188948"
"285","0.49322823572732555","0.49322823572732555","0.49322823572732555","0.4747572141905535","0.4747572141905535","0.4747572141905535","0.4651842342342343","0.4651842342342343","0.4651842342342343"
"286","0.5037421644318028","0.5037421644318028","0.5037421644318028","0.47534387991041216","0.47534387991041216","0.47534387991041216","0.4764941245144805","0.4764941245144805","0.4764941245144805"
"287","0.503944366598314","0.503944366598314","0.503944366598314","0.47534387991041216","0.47534387991041216","0.47534387991041216","0.4764941245144805","0.4764941245144805","0.4764941245144805"
"288","0.5244102175602176","0.5244102175602176","0.5244102175602176","0.4587604830669151","0.4587604830669151","0.4587604830669151","0.47269885823590907","0.47269885823590907","0.47269885823590907"
"289","0.5300767060644436","0.5300767060644436","0.5300767060644436","0.45682739178380044","0.45682739178380044","0.45682739178380044","0.46802645082636296","0.46802645082636296","0.46802645082636296"
"290","0.5520582592226615","0.5520582592226615","0.5520582592226615","0.45788506830051934","0.45788506830051934","0.45788506830051934","0.46847077185510966","0.46847077185510966","0.46847077185510966"
"291","0.5685062998405104","0.5685062998405104","0.5685062998405104","0.463202918956044","0.463202918956044","0.463202918956044","0.4684714743331858","0.4684714743331858","0.4684714743331858"
"292","0.5690639863721385","0.5690639863721385","0.5690639863721385","0.4311951194167491","0.4311951194167491","0.4311951194167491","0.47486052775049337","0.47486052775049337","0.47486052775049337"
"293","0.5467387693883523","0.5467387693883523","0.5467387693883523","0.4421057237700514","0.4421057237700514","0.4421057237700514","0.4743469404603149","0.4743469404603149","0.4743469404603149"
"294","0.5229954726765058","0.5229954726765058","0.5229954726765058","0.4379739215130997","0.4379739215130997","0.4379739215130997","0.48485879342074983","0.48485879342074983","0.48485879342074983"
"295","0.5500574803390246","0.5500574803390246","0.5500574803390246","0.4318392339326652","0.4318392339326652","0.4318392339326652","0.48488243594373404","0.48488243594373404","0.48488243594373404"
"296","0.540903079710145","0.540903079710145","0.540903079710145","0.44664724601609673","0.44664724601609673","0.44664724601609673","0.48950471951294316","0.48950471951294316","0.48950471951294316"
"297","0.5060922607579709","0.5060922607579709","0.5060922607579709","0.45375089985244194","0.45375089985244194","0.45375089985244194","0.49264794314108823","0.49264794314108823","0.49264794314108823"
"298","0.5060922607579709","0.5060922607579709","0.5060922607579709","0.45994057848180186","0.45994057848180186","0.45994057848180186","0.5030890314569536","0.5030890314569536","0.5030890314569536"
"299","0.5313609972161815","0.5313609972161815","0.5313609972161815","0.45993594030876594","0.45993594030876594","0.45993594030876594","0.5104993060442569","0.5104993060442569","0.5104993060442569"
