"Step","yolo_tomo_v1 - train/cls_loss","yolo_tomo_v1 - train/cls_loss__MIN","yolo_tomo_v1 - train/cls_loss__MAX","yDICOM4 - train/cls_loss","yDICOM4 - train/cls_loss__MIN","yDICOM4 - train/cls_loss__MAX","yDICOM3 - train/cls_loss","yDICOM3 - train/cls_loss__MIN","yDICOM3 - train/cls_loss__MAX"
"10","0.006154022179543972","0.006154022179543972","0.006154022179543972","0.012389421463012695","0.012389421463012695","0.012389421463012695","0.008408993482589722","0.008408993482589722","0.008408993482589722"
"11","0.005969327874481678","0.005969327874481678","0.005969327874481678","0.012452472932636738","0.012452472932636738","0.012452472932636738","0.009922880679368973","0.009922880679368973","0.009922880679368973"
"12","0.005213962867856026","0.005213962867856026","0.005213962867856026","0.01391510758548975","0.01391510758548975","0.01391510758548975","0.008388664573431015","0.008388664573431015","0.008388664573431015"
"13","0.005211404524743557","0.005211404524743557","0.005211404524743557","0.013303669169545174","0.013303669169545174","0.013303669169545174","0.0077116284519433975","0.0077116284519433975","0.0077116284519433975"
"14","0.006415938958525658","0.006415938958525658","0.006415938958525658","0.013090820051729679","0.013090820051729679","0.013090820051729679","0.008879772387444973","0.008879772387444973","0.008879772387444973"
"15","0.005624918267130852","0.005624918267130852","0.005624918267130852","0.012573554180562496","0.012573554180562496","0.012573554180562496","0.009723653085529804","0.009723653085529804","0.009723653085529804"
"16","0.005968673154711723","0.005968673154711723","0.005968673154711723","0.012614220380783081","0.012614220380783081","0.012614220380783081","0.008220548741519451","0.008220548741519451","0.008220548741519451"
"17","0.006049016024917364","0.006049016024917364","0.006049016024917364","0.012819371186196804","0.012819371186196804","0.012819371186196804","0.007890858687460423","0.007890858687460423","0.007890858687460423"
"18","0.005877280607819557","0.005877280607819557","0.005877280607819557","0.011068293824791908","0.011068293824791908","0.011068293824791908","0.007716324180364609","0.007716324180364609","0.007716324180364609"
"19","0.005290480330586433","0.005290480330586433","0.005290480330586433","0.012208283878862858","0.012208283878862858","0.012208283878862858","0.008562812581658363","0.008562812581658363","0.008562812581658363"
"20","0.005541529040783644","0.005541529040783644","0.005541529040783644","0.012506967410445213","0.012506967410445213","0.012506967410445213","0.008867899887263775","0.008867899887263775","0.008867899887263775"
"21","0.005546389147639275","0.005546389147639275","0.005546389147639275","0.011185985989868641","0.011185985989868641","0.011185985989868641","0.009206730872392654","0.009206730872392654","0.009206730872392654"
"22","0.005213700234889984","0.005213700234889984","0.005213700234889984","0.012031622231006622","0.012031622231006622","0.012031622231006622","0.009030475281178951","0.009030475281178951","0.009030475281178951"
"23","0.00503258453682065","0.00503258453682065","0.00503258453682065","0.012448805384337902","0.012448805384337902","0.012448805384337902","0.00804590992629528","0.00804590992629528","0.00804590992629528"
"24","0.004508249927312136","0.004508249927312136","0.004508249927312136","0.011804737150669098","0.011804737150669098","0.011804737150669098","0.007861608639359474","0.007861608639359474","0.007861608639359474"
"25","0.004779843147844076","0.004779843147844076","0.004779843147844076","0.00946793518960476","0.00946793518960476","0.00946793518960476","0.008366378024220467","0.008366378024220467","0.008366378024220467"
"26","0.005199973937124014","0.005199973937124014","0.005199973937124014","0.012466882355511189","0.012466882355511189","0.012466882355511189","0.00820473488420248","0.00820473488420248","0.00820473488420248"
"27","0.0047673373483121395","0.0047673373483121395","0.0047673373483121395","0.012342623434960842","0.012342623434960842","0.012342623434960842","0.007194249425083399","0.007194249425083399","0.007194249425083399"
"28","0.004422892816364765","0.004422892816364765","0.004422892816364765","0.012669378891587257","0.012669378891587257","0.012669378891587257","0.00905382540076971","0.00905382540076971","0.00905382540076971"
"29","0.0046042450703680515","0.0046042450703680515","0.0046042450703680515","0.013219460844993591","0.013219460844993591","0.013219460844993591","0.008204177021980286","0.008204177021980286","0.008204177021980286"
"30","0.004168488085269928","0.004168488085269928","0.004168488085269928","0.013022752478718758","0.013022752478718758","0.013022752478718758","0.00853030662983656","0.00853030662983656","0.00853030662983656"
"31","0.004336533136665821","0.004336533136665821","0.004336533136665821","0.013960074633359909","0.013960074633359909","0.013960074633359909","0.007356989197432995","0.007356989197432995","0.007356989197432995"
"32","0.004671013914048672","0.004671013914048672","0.004671013914048672","0.013277720659971237","0.013277720659971237","0.013277720659971237","0.008367367088794708","0.008367367088794708","0.008367367088794708"
"33","0.004834367893636227","0.004834367893636227","0.004834367893636227","0.012865524739027023","0.012865524739027023","0.012865524739027023","0.009686795994639397","0.009686795994639397","0.009686795994639397"
"34","0.004748358391225338","0.004748358391225338","0.004748358391225338","0.011732392944395542","0.011732392944395542","0.011732392944395542","0.00885903649032116","0.00885903649032116","0.00885903649032116"
"35","0.005429329816251993","0.005429329816251993","0.005429329816251993","0.012680867686867714","0.012680867686867714","0.012680867686867714","0.007347933482378721","0.007347933482378721","0.007347933482378721"
"36","0.005424829199910164","0.005424829199910164","0.005424829199910164","0.013437565416097641","0.013437565416097641","0.013437565416097641","0.008357013575732708","0.008357013575732708","0.008357013575732708"
"37","0.004149335902184248","0.004149335902184248","0.004149335902184248","0.012470153160393238","0.012470153160393238","0.012470153160393238","0.008185249753296375","0.008185249753296375","0.008185249753296375"
"38","0.0045637995935976505","0.0045637995935976505","0.0045637995935976505","0.011899721808731556","0.011899721808731556","0.011899721808731556","0.007183069828897715","0.007183069828897715","0.007183069828897715"
"39","0.004905176814645529","0.004905176814645529","0.004905176814645529","0.011139015667140484","0.011139015667140484","0.011139015667140484","0.007185518741607666","0.007185518741607666","0.007185518741607666"
"40","0.004896277096122503","0.004896277096122503","0.004896277096122503","0.014247396029531956","0.014247396029531956","0.014247396029531956","0.007990987971425056","0.007990987971425056","0.007990987971425056"
"41","0.00472812307998538","0.00472812307998538","0.00472812307998538","0.012071055360138416","0.012071055360138416","0.012071055360138416","0.008025522343814373","0.008025522343814373","0.008025522343814373"
"42","0.004552033729851246","0.004552033729851246","0.004552033729851246","0.012323183938860893","0.012323183938860893","0.012323183938860893","0.008682076819241047","0.008682076819241047","0.008682076819241047"
"43","0.0053012920543551445","0.0053012920543551445","0.0053012920543551445","0.01073866430670023","0.01073866430670023","0.01073866430670023","0.007687697187066078","0.007687697187066078","0.007687697187066078"
"44","0.004701236262917519","0.004701236262917519","0.004701236262917519","0.01320161297917366","0.01320161297917366","0.01320161297917366","0.007994490675628185","0.007994490675628185","0.007994490675628185"
"45","0.004954618401825428","0.004954618401825428","0.004954618401825428","0.011272264644503593","0.011272264644503593","0.011272264644503593","0.009179339744150639","0.009179339744150639","0.009179339744150639"
"46","0.004708755761384964","0.004708755761384964","0.004708755761384964","0.011629185639321804","0.011629185639321804","0.011629185639321804","0.0085042305290699","0.0085042305290699","0.0085042305290699"
"47","0.004772849380970001","0.004772849380970001","0.004772849380970001","0.011336001567542553","0.011336001567542553","0.011336001567542553","0.007973582483828068","0.007973582483828068","0.007973582483828068"
"48","0.00426127016544342","0.00426127016544342","0.00426127016544342","0.011362678371369839","0.011362678371369839","0.011362678371369839","0.007469508796930313","0.007469508796930313","0.007469508796930313"
"49","0.004931523464620113","0.004931523464620113","0.004931523464620113","0.011890663765370846","0.011890663765370846","0.011890663765370846","0.007144274655729532","0.007144274655729532","0.007144274655729532"
"50","0.004679160192608833","0.004679160192608833","0.004679160192608833","0.01074749045073986","0.01074749045073986","0.01074749045073986","0.007963736541569233","0.007963736541569233","0.007963736541569233"
"51","0.004193933214992285","0.004193933214992285","0.004193933214992285","0.011011620983481407","0.011011620983481407","0.011011620983481407","0.008470435626804829","0.008470435626804829","0.008470435626804829"
"52","0.0050996532663702965","0.0050996532663702965","0.0050996532663702965","0.01105682272464037","0.01105682272464037","0.01105682272464037","0.008136114105582237","0.008136114105582237","0.008136114105582237"
"53","0.0054181478917598724","0.0054181478917598724","0.0054181478917598724","0.011534021236002445","0.011534021236002445","0.011534021236002445","0.007456783205270767","0.007456783205270767","0.007456783205270767"
"54","0.004419614095240831","0.004419614095240831","0.004419614095240831","0.01239622663706541","0.01239622663706541","0.01239622663706541","0.008278888650238514","0.008278888650238514","0.008278888650238514"
"55","0.004571735393255949","0.004571735393255949","0.004571735393255949","0.011591567657887936","0.011591567657887936","0.011591567657887936","0.007750431075692177","0.007750431075692177","0.007750431075692177"
"56","0.004900784231722355","0.004900784231722355","0.004900784231722355","0.011922919191420078","0.011922919191420078","0.011922919191420078","0.00823184009641409","0.00823184009641409","0.00823184009641409"
"57","0.004730417858809233","0.004730417858809233","0.004730417858809233","0.010302449576556683","0.010302449576556683","0.010302449576556683","0.008569546975195408","0.008569546975195408","0.008569546975195408"
"58","0.004910405725240707","0.004910405725240707","0.004910405725240707","0.011046110652387142","0.011046110652387142","0.011046110652387142","0.008531496860086918","0.008531496860086918","0.008531496860086918"
"59","0.0048116156831383705","0.0048116156831383705","0.0048116156831383705","0.008962779305875301","0.008962779305875301","0.008962779305875301","0.008226880803704262","0.008226880803704262","0.008226880803704262"
"60","0.004631785210222006","0.004631785210222006","0.004631785210222006","0.009744071401655674","0.009744071401655674","0.009744071401655674","0.008366178721189499","0.008366178721189499","0.008366178721189499"
"61","0.005366711411625147","0.005366711411625147","0.005366711411625147","0.008989484049379826","0.008989484049379826","0.008989484049379826","0.007494744844734669","0.007494744844734669","0.007494744844734669"
"62","0.004539696499705315","0.004539696499705315","0.004539696499705315","0.009407470934092999","0.009407470934092999","0.009407470934092999","0.008806795813143253","0.008806795813143253","0.008806795813143253"
"63","0.004919118247926235","0.004919118247926235","0.004919118247926235","0.010422642342746258","0.010422642342746258","0.010422642342746258","0.007638372015208006","0.007638372015208006","0.007638372015208006"
"64","0.004694946575909853","0.004694946575909853","0.004694946575909853","0.00890465546399355","0.00890465546399355","0.00890465546399355","0.008080098778009415","0.008080098778009415","0.008080098778009415"
"65","0.004116828087717295","0.004116828087717295","0.004116828087717295","0.010499455966055393","0.010499455966055393","0.010499455966055393","0.006637135986238718","0.006637135986238718","0.006637135986238718"
"66","0.004097819793969393","0.004097819793969393","0.004097819793969393","0.009777940809726715","0.009777940809726715","0.009777940809726715","0.0068468074314296246","0.0068468074314296246","0.0068468074314296246"
"67","0.004580107983201742","0.004580107983201742","0.004580107983201742","0.009573995135724545","0.009573995135724545","0.009573995135724545","0.007429944351315498","0.007429944351315498","0.007429944351315498"
"68","0.004078289493918419","0.004078289493918419","0.004078289493918419","0.009581387042999268","0.009581387042999268","0.009581387042999268","0.006824903190135956","0.006824903190135956","0.006824903190135956"
"69","0.004811602644622326","0.004811602644622326","0.004811602644622326","0.008968785405158997","0.008968785405158997","0.008968785405158997","0.007293831091374159","0.007293831091374159","0.007293831091374159"
"70","0.004346274770796299","0.004346274770796299","0.004346274770796299","0.007893207482993603","0.007893207482993603","0.007893207482993603","0.006216488778591156","0.006216488778591156","0.006216488778591156"
"71","0.004529113881289959","0.004529113881289959","0.004529113881289959","0.008560311049222946","0.008560311049222946","0.008560311049222946","0.008016154170036316","0.008016154170036316","0.008016154170036316"
"72","0.005027635022997856","0.005027635022997856","0.005027635022997856","0.008428830653429031","0.008428830653429031","0.008428830653429031","0.007127614226192236","0.007127614226192236","0.007127614226192236"
"73","0.005445184651762247","0.005445184651762247","0.005445184651762247","0.007821698673069477","0.007821698673069477","0.007821698673069477","0.00726698013022542","0.00726698013022542","0.00726698013022542"
"74","0.005018330179154873","0.005018330179154873","0.005018330179154873","0.00873552169650793","0.00873552169650793","0.00873552169650793","0.00632809242233634","0.00632809242233634","0.00632809242233634"
"75","0.004503920208662748","0.004503920208662748","0.004503920208662748","0.007353050168603659","0.007353050168603659","0.007353050168603659","0.006348274648189545","0.006348274648189545","0.006348274648189545"
"76","0.004518383648246527","0.004518383648246527","0.004518383648246527","0.0067924861796200275","0.0067924861796200275","0.0067924861796200275","0.0057611409574747086","0.0057611409574747086","0.0057611409574747086"
"77","0.003882872173562646","0.003882872173562646","0.003882872173562646","0.00672886474058032","0.00672886474058032","0.00672886474058032","0.0066258604638278484","0.0066258604638278484","0.0066258604638278484"
"78","0.004462303593754768","0.004462303593754768","0.004462303593754768","0.006623090710490942","0.006623090710490942","0.006623090710490942","0.005891493987292051","0.005891493987292051","0.005891493987292051"
"79","0.004128977190703154","0.004128977190703154","0.004128977190703154","0.00703571317717433","0.00703571317717433","0.00703571317717433","0.006734889466315508","0.006734889466315508","0.006734889466315508"
"80","0.004696958232671022","0.004696958232671022","0.004696958232671022","0.006918163038790226","0.006918163038790226","0.006918163038790226","0.0064378404058516026","0.0064378404058516026","0.0064378404058516026"
"81","0.004714119713753462","0.004714119713753462","0.004714119713753462","0.008681871928274632","0.008681871928274632","0.008681871928274632","0.007116454187780619","0.007116454187780619","0.007116454187780619"
"82","0.004072284791618586","0.004072284791618586","0.004072284791618586","0.006609679199755192","0.006609679199755192","0.006609679199755192","0.005550180561840534","0.005550180561840534","0.005550180561840534"
"83","0.004601253662258387","0.004601253662258387","0.004601253662258387","0.007117928937077522","0.007117928937077522","0.007117928937077522","0.0054799942299723625","0.0054799942299723625","0.0054799942299723625"
"84","0.004747843369841576","0.004747843369841576","0.004747843369841576","0.006573001388460398","0.006573001388460398","0.006573001388460398","0.006063015665858984","0.006063015665858984","0.006063015665858984"
"85","0.004015601240098476","0.004015601240098476","0.004015601240098476","0.007607424631714821","0.007607424631714821","0.007607424631714821","0.006116777658462524","0.006116777658462524","0.006116777658462524"
"86","0.0042508868500590324","0.0042508868500590324","0.0042508868500590324","0.007446525618433952","0.007446525618433952","0.007446525618433952","0.006095067597925663","0.006095067597925663","0.006095067597925663"
"87","0.0046220263466238976","0.0046220263466238976","0.0046220263466238976","0.006699878256767988","0.006699878256767988","0.006699878256767988","0.006919927429407835","0.006919927429407835","0.006919927429407835"
"88","0.0032369813416153193","0.0032369813416153193","0.0032369813416153193","0.006568899378180504","0.006568899378180504","0.006568899378180504","0.005901203956454992","0.005901203956454992","0.005901203956454992"
"89","0.004265324212610722","0.004265324212610722","0.004265324212610722","0.006104745902121067","0.006104745902121067","0.006104745902121067","0.005765188951045275","0.005765188951045275","0.005765188951045275"
"90","0.0036838571541011333","0.0036838571541011333","0.0036838571541011333","0.005190304946154356","0.005190304946154356","0.005190304946154356","0.006840299814939499","0.006840299814939499","0.006840299814939499"
"91","0.0033496872056275606","0.0033496872056275606","0.0033496872056275606","0.005099848844110966","0.005099848844110966","0.005099848844110966","0.006020346190780401","0.006020346190780401","0.006020346190780401"
"92","0.004705099854618311","0.004705099854618311","0.004705099854618311","0.006095878314226866","0.006095878314226866","0.006095878314226866","0.005956667475402355","0.005956667475402355","0.005956667475402355"
"93","0.004561264533549547","0.004561264533549547","0.004561264533549547","0.004951647948473692","0.004951647948473692","0.004951647948473692","0.00636313296854496","0.00636313296854496","0.00636313296854496"
"94","0.004878338426351547","0.004878338426351547","0.004878338426351547","0.006048704497516155","0.006048704497516155","0.006048704497516155","0.006248952355235815","0.006248952355235815","0.006248952355235815"
"95","0.0039084493182599545","0.0039084493182599545","0.0039084493182599545","0.00425005191937089","0.00425005191937089","0.00425005191937089","0.005796595010906458","0.005796595010906458","0.005796595010906458"
"96","0.0052258046343922615","0.0052258046343922615","0.0052258046343922615","0.003497643396258354","0.003497643396258354","0.003497643396258354","0.006268399767577648","0.006268399767577648","0.006268399767577648"
"97","0.004067350644618273","0.004067350644618273","0.004067350644618273","0.004610825330018997","0.004610825330018997","0.004610825330018997","0.006054735742509365","0.006054735742509365","0.006054735742509365"
"98","0.004038390703499317","0.004038390703499317","0.004038390703499317","0.004351414740085602","0.004351414740085602","0.004351414740085602","0.005674886982887983","0.005674886982887983","0.005674886982887983"
"99","0.004539627116173506","0.004539627116173506","0.004539627116173506","0.0035283472388982773","0.0035283472388982773","0.0035283472388982773","0.005110899917781353","0.005110899917781353","0.005110899917781353"
"100","0.0037404431495815516","0.0037404431495815516","0.0037404431495815516","0.004646348301321268","0.004646348301321268","0.004646348301321268","0.00481597101315856","0.00481597101315856","0.00481597101315856"
"101","0.004136585630476475","0.004136585630476475","0.004136585630476475","0.004227672703564167","0.004227672703564167","0.004227672703564167","0.0062623824924230576","0.0062623824924230576","0.0062623824924230576"
"102","0.004331125412136316","0.004331125412136316","0.004331125412136316","0.004226946737617254","0.004226946737617254","0.004226946737617254","0.004886689595878124","0.004886689595878124","0.004886689595878124"
"103","0.004028090741485357","0.004028090741485357","0.004028090741485357","0.0046798307448625565","0.0046798307448625565","0.0046798307448625565","0.00477546826004982","0.00477546826004982","0.00477546826004982"
"104","0.0036906038876622915","0.0036906038876622915","0.0036906038876622915","0.005561105441302061","0.005561105441302061","0.005561105441302061","0.005320698022842407","0.005320698022842407","0.005320698022842407"
"105","0.004536646883934736","0.004536646883934736","0.004536646883934736","0.005250923801213503","0.005250923801213503","0.005250923801213503","0.005340562667697668","0.005340562667697668","0.005340562667697668"
"106","0.004028310999274254","0.004028310999274254","0.004028310999274254","0.005634785164147615","0.005634785164147615","0.005634785164147615","0.006678254809230566","0.006678254809230566","0.006678254809230566"
"107","0.0035406327806413174","0.0035406327806413174","0.0035406327806413174","0.006176363211125135","0.006176363211125135","0.006176363211125135","0.005132286809384823","0.005132286809384823","0.005132286809384823"
"108","0.004302330315113068","0.004302330315113068","0.004302330315113068","0.003264572937041521","0.003264572937041521","0.003264572937041521","0.004709307104349136","0.004709307104349136","0.004709307104349136"
"109","0.003680263180285692","0.003680263180285692","0.003680263180285692","0.0034211883321404457","0.0034211883321404457","0.0034211883321404457","0.00571944285184145","0.00571944285184145","0.00571944285184145"
"110","0.0035872734151780605","0.0035872734151780605","0.0035872734151780605","0.00509374774992466","0.00509374774992466","0.00509374774992466","0.005993318278342485","0.005993318278342485","0.005993318278342485"
"111","0.004145651124417782","0.004145651124417782","0.004145651124417782","0.002896700520068407","0.002896700520068407","0.002896700520068407","0.005688175093382597","0.005688175093382597","0.005688175093382597"
"112","0.0037605715915560722","0.0037605715915560722","0.0037605715915560722","0.002880809362977743","0.002880809362977743","0.002880809362977743","0.005484620109200478","0.005484620109200478","0.005484620109200478"
"113","0.0032317317090928555","0.0032317317090928555","0.0032317317090928555","0.0038422730285674334","0.0038422730285674334","0.0038422730285674334","0.005900736898183823","0.005900736898183823","0.005900736898183823"
"114","0.0036193530540913343","0.0036193530540913343","0.0036193530540913343","0.003171525662764907","0.003171525662764907","0.003171525662764907","0.004577108658850193","0.004577108658850193","0.004577108658850193"
"115","0.003571679349988699","0.003571679349988699","0.003571679349988699","0.0029999692924320698","0.0029999692924320698","0.0029999692924320698","0.005394000094383955","0.005394000094383955","0.005394000094383955"
"116","0.0030137633439153433","0.0030137633439153433","0.0030137633439153433","0.00462926784530282","0.00462926784530282","0.00462926784530282","0.0055241757072508335","0.0055241757072508335","0.0055241757072508335"
"117","0.003315512789413333","0.003315512789413333","0.003315512789413333","0.002987359184771776","0.002987359184771776","0.002987359184771776","0.00538958515971899","0.00538958515971899","0.00538958515971899"
"118","0.003123772796243429","0.003123772796243429","0.003123772796243429","0.0034881136380136013","0.0034881136380136013","0.0034881136380136013","0.005357111804187298","0.005357111804187298","0.005357111804187298"
"119","0.003077853238210082","0.003077853238210082","0.003077853238210082","0.0029362549539655447","0.0029362549539655447","0.0029362549539655447","0.0047654444351792336","0.0047654444351792336","0.0047654444351792336"
"120","0.0035541653633117676","0.0035541653633117676","0.0035541653633117676","0.004072840791195631","0.004072840791195631","0.004072840791195631","0.004746968392282724","0.004746968392282724","0.004746968392282724"
"121","0.0030758825596421957","0.0030758825596421957","0.0030758825596421957","0.0032964099664241076","0.0032964099664241076","0.0032964099664241076","0.004918346647173166","0.004918346647173166","0.004918346647173166"
"122","0.002853084821254015","0.002853084821254015","0.002853084821254015","0.0036718572955578566","0.0036718572955578566","0.0036718572955578566","0.0040888492949306965","0.0040888492949306965","0.0040888492949306965"
"123","0.0031829450745135546","0.0031829450745135546","0.0031829450745135546","0.002873682649806142","0.002873682649806142","0.002873682649806142","0.004186667967587709","0.004186667967587709","0.004186667967587709"
"124","0.0035276596900075674","0.0035276596900075674","0.0035276596900075674","0.0030499279964715242","0.0030499279964715242","0.0030499279964715242","0.004926255438476801","0.004926255438476801","0.004926255438476801"
"125","0.0030776443891227245","0.0030776443891227245","0.0030776443891227245","0.003610174637287855","0.003610174637287855","0.003610174637287855","0.004527474753558636","0.004527474753558636","0.004527474753558636"
"126","0.003436208935454488","0.003436208935454488","0.003436208935454488","0.0020218754652887583","0.0020218754652887583","0.0020218754652887583","0.003641991876065731","0.003641991876065731","0.003641991876065731"
"127","0.002947166794911027","0.002947166794911027","0.002947166794911027","0.0019985693506896496","0.0019985693506896496","0.0019985693506896496","0.0038873350713402033","0.0038873350713402033","0.0038873350713402033"
"128","0.002941855927929282","0.002941855927929282","0.002941855927929282","0.0017093862406909466","0.0017093862406909466","0.0017093862406909466","0.0033553503453731537","0.0033553503453731537","0.0033553503453731537"
"129","0.0026726294308900833","0.0026726294308900833","0.0026726294308900833","0.0020729259122163057","0.0020729259122163057","0.0020729259122163057","0.0035548629239201546","0.0035548629239201546","0.0035548629239201546"
"130","0.0025801416486501694","0.0025801416486501694","0.0025801416486501694","0.0026089195162057877","0.0026089195162057877","0.0026089195162057877","0.0032658183481544256","0.0032658183481544256","0.0032658183481544256"
"131","0.0032256855629384518","0.0032256855629384518","0.0032256855629384518","0.0021982898470014334","0.0021982898470014334","0.0021982898470014334","0.003433078993111849","0.003433078993111849","0.003433078993111849"
"132","0.0028791131917387247","0.0028791131917387247","0.0028791131917387247","0.002652724739164114","0.002652724739164114","0.002652724739164114","0.002557144034653902","0.002557144034653902","0.002557144034653902"
"133","0.0026064051780849695","0.0026064051780849695","0.0026064051780849695","0.0019725998863577843","0.0019725998863577843","0.0019725998863577843","0.002892513992264867","0.002892513992264867","0.002892513992264867"
"134","0.0027741510421037674","0.0027741510421037674","0.0027741510421037674","0.001825719722546637","0.001825719722546637","0.001825719722546637","0.002751729916781187","0.002751729916781187","0.002751729916781187"
"135","0.003135955659672618","0.003135955659672618","0.003135955659672618","0.002086024032905698","0.002086024032905698","0.002086024032905698","0.0025123986415565014","0.0025123986415565014","0.0025123986415565014"
"136","0.002800064394250512","0.002800064394250512","0.002800064394250512","0.002139048185199499","0.002139048185199499","0.002139048185199499","0.0026122680865228176","0.0026122680865228176","0.0026122680865228176"
"137","0.0028843251056969166","0.0028843251056969166","0.0028843251056969166","0.002358578611165285","0.002358578611165285","0.002358578611165285","0.002656260272487998","0.002656260272487998","0.002656260272487998"
"138","0.0027107957284897566","0.0027107957284897566","0.0027107957284897566","0.0009716390632092953","0.0009716390632092953","0.0009716390632092953","0.003591442247852683","0.003591442247852683","0.003591442247852683"
"139","0.002552893478423357","0.002552893478423357","0.002552893478423357","0.0015319626545533538","0.0015319626545533538","0.0015319626545533538","0.002693768125027418","0.002693768125027418","0.002693768125027418"
"140","0.003061150200664997","0.003061150200664997","0.003061150200664997","0.003013061825186014","0.003013061825186014","0.003013061825186014","0.002226785523816943","0.002226785523816943","0.002226785523816943"
"141","0.0025965124368667603","0.0025965124368667603","0.0025965124368667603","0.002245458075776696","0.002245458075776696","0.002245458075776696","0.0026061555836349726","0.0026061555836349726","0.0026061555836349726"
"142","0.0024703904055058956","0.0024703904055058956","0.0024703904055058956","0.00291610904969275","0.00291610904969275","0.00291610904969275","0.0026337350718677044","0.0026337350718677044","0.0026337350718677044"
"143","0.002821985399350524","0.002821985399350524","0.002821985399350524","0.00243996549397707","0.00243996549397707","0.00243996549397707","0.002659047022461891","0.002659047022461891","0.002659047022461891"
"144","0.0022830793168395758","0.0022830793168395758","0.0022830793168395758","0.0030601455364376307","0.0030601455364376307","0.0030601455364376307","0.0023212458472698927","0.0023212458472698927","0.0023212458472698927"
"145","0.002386915497481823","0.002386915497481823","0.002386915497481823","0.0013892612187191844","0.0013892612187191844","0.0013892612187191844","0.0024574745912104845","0.0024574745912104845","0.0024574745912104845"
"146","0.002931088674813509","0.002931088674813509","0.002931088674813509","0.0016852389089763165","0.0016852389089763165","0.0016852389089763165","0.0016915271990001202","0.0016915271990001202","0.0016915271990001202"
"147","0.00283084437251091","0.00283084437251091","0.00283084437251091","0.002441219286993146","0.002441219286993146","0.002441219286993146","0.002324244473129511","0.002324244473129511","0.002324244473129511"
"148","0.0026892302557826042","0.0026892302557826042","0.0026892302557826042","0.001525373081676662","0.001525373081676662","0.001525373081676662","0.0020070760510861874","0.0020070760510861874","0.0020070760510861874"
"149","0.0028176510240882635","0.0028176510240882635","0.0028176510240882635","0.0022884842474013567","0.0022884842474013567","0.0022884842474013567","0.002394255483523011","0.002394255483523011","0.002394255483523011"
"150","0.0024467972107231617","0.0024467972107231617","0.0024467972107231617","0.0015477667329832911","0.0015477667329832911","0.0015477667329832911","0.0018367135198786855","0.0018367135198786855","0.0018367135198786855"
"151","0.002582302549853921","0.002582302549853921","0.002582302549853921","0.001122965826652944","0.001122965826652944","0.001122965826652944","0.0017331113340333104","0.0017331113340333104","0.0017331113340333104"
"152","0.002870060969144106","0.002870060969144106","0.002870060969144106","0.0018453864613547921","0.0018453864613547921","0.0018453864613547921","0.0019366501364856958","0.0019366501364856958","0.0019366501364856958"
"153","0.0025899361353367567","0.0025899361353367567","0.0025899361353367567","0.0017831888981163502","0.0017831888981163502","0.0017831888981163502","0.0020187413319945335","0.0020187413319945335","0.0020187413319945335"
"154","0.002475338988006115","0.002475338988006115","0.002475338988006115","0.0007343609468080103","0.0007343609468080103","0.0007343609468080103","0.002420361852273345","0.002420361852273345","0.002420361852273345"
"155","0.0022482520435005426","0.0022482520435005426","0.0022482520435005426","0.001204452128149569","0.001204452128149569","0.001204452128149569","0.0021193139255046844","0.0021193139255046844","0.0021193139255046844"
